permit_number,address,type,value
2025-135753 PP,"2702 ALLANDALE RD, Chattanooga, TN",Plumbing Permit,$243586
2025-142005 MP,"915 W VILLAGE LN, Chattanooga, TN",Mechanical Permit,$278263
2025-136354 EP,"10700 WINCHELSEA DR, Chattanooga, TN",Electrical Permit,$173402
2025-141589 EP,"9504 WIGGY WAY, Chattanooga, TN",Electrical Permit,$176928
2025-144284 EP,"7800 WYNNE LN, Chattanooga, TN",Electrical Permit,$84119
2024-128987 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$191262
2025-134572 PP,"1604 W 40TH ST UNIT A, Chattanooga, TN",Plumbing Permit,$185226
2025-141471 EP,"3315 1/2 N QUINLAN PARK RD UNIT D, Chattanooga, TN",Electrical Permit,$222783
2025-100201 BP,"809 W 12TH ST UNIT A, Chattanooga, TN",Building Permit,$124079
2024-128967 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$85442
2025-139075 EP,"1712 S CONGRESS AVE UNIT 2, Chattanooga, TN",Electrical Permit,$182084
2025-143804 EP,"5810 1/2 STEINER RANCH BLVD, Chattanooga, TN",Electrical Permit,$225749
2024-128971 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$259525
2024-128968 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$181490
2024-128970 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$247933
2025-072011 PP,"6312 NEEDHAM LN, Chattanooga, TN",Plumbing Permit,$156953
2025-138130 PP,"8808 GOLDEN LION DR, Chattanooga, TN",Plumbing Permit,$198292
2025-091339 BP,"3100 GARWOOD ST--POOL, Chattanooga, TN",Building Permit,$138173
2025-142308 BP,"4400 1/2 ELMONT DR, Chattanooga, TN",Building Permit,$295654
2025-134432 EP,"7105 N IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$57122
2025-143783 EP,"12412 MALLARD LN, Chattanooga, TN",Electrical Permit,$133540
2025-024859 EP,"201 TERRACE MOUNTAIN DR, Chattanooga, TN",Electrical Permit,$190993
2025-141716 BP,"5537 LOYOLA LN, Chattanooga, TN",Building Permit,$123541
2025-142433 BP,"1010 BRICKELL LOOP UNIT B, Chattanooga, TN",Building Permit,$262485
2025-144408 PP,"7816 JOURNEYVILLE DR, Chattanooga, TN",Plumbing Permit,$165057
2025-046447 PP,"8328 ELANDER DR, Chattanooga, TN",Plumbing Permit,$140177
2025-139683 BP,"2309 OAK CREST AVE UNIT 2A, Chattanooga, TN",Building Permit,$201549
2025-141840 BP,"1404 SIR THOPAS TRL, Chattanooga, TN",Building Permit,$206064
2025-114910 PP,"4206 FARHILLS DR, Chattanooga, TN",Plumbing Permit,$221731
2025-142572 EP,"2419 DOMINION HILL, Chattanooga, TN",Electrical Permit,$168733
2025-143185 EP,"2102 PALO PINTO DR, Chattanooga, TN",Electrical Permit,$250838
2025-144405 PP,"8400 DUSK TERRACE CV, Chattanooga, TN",Plumbing Permit,$67021
2025-144109 MP,"11515 BURNET RD BLDG FLR7, Chattanooga, TN",Mechanical Permit,$266003
2025-087731 PP,"1004 JUANITA ST BLDG 1, Chattanooga, TN",Plumbing Permit,$291092
2025-144436 PP,"1921 ZACH SCOTT ST, Chattanooga, TN",Plumbing Permit,$143343
2025-143724 BP,"2524 IONIAN CV, Chattanooga, TN",Building Permit,$132704
2025-143406 EP,"2605 DERWENT DR, Chattanooga, TN",Electrical Permit,$235263
2025-051294 EP,"300 1/2 PRESSLER ST, Chattanooga, TN",Electrical Permit,$98444
2025-140082 PP,"910 CHOTE AVE, Chattanooga, TN",Plumbing Permit,$294063
2025-142180 EP,"2402 E 10TH ST, Chattanooga, TN",Electrical Permit,$131307
2025-142289 DS,"6409 BRADSHER DR BLDG 1, Chattanooga, TN",Driveway / Sidewalks,$108157
2025-094164 DS,"3104 PINECREST DR, Chattanooga, TN",Driveway / Sidewalks,$124466
2025-139473 PP,"7108 VALLECITO DR, Chattanooga, TN",Plumbing Permit,$295903
2025-137499 EP,"1709 PASADENA DR, Chattanooga, TN",Electrical Permit,$189229
2025-140084 PP,"910 CHOTE AVE, Chattanooga, TN",Plumbing Permit,$78997
2025-145750 BP,"3801 ISLAND WAY, Chattanooga, TN",Building Permit,$62986
2025-133361 BP,"2000 GARDEN ST, Chattanooga, TN",Building Permit,$210710
2025-142165 EP,"2323 S LAMAR BLVD, Chattanooga, TN",Electrical Permit,$91265
2025-145638 BP,"1205 CRUPP CT, Chattanooga, TN",Building Permit,$188176
2025-101501 BP,"817 W 5TH ST, Chattanooga, TN",Building Permit,$140603
2025-145262 BP,"5415 PENDLETON LN, Chattanooga, TN",Building Permit,$66343
2025-143601 EP,"6109 TWIN LEDGE DR, Chattanooga, TN",Electrical Permit,$124834
2025-124162 PP,"2201 MONTCLAIRE ST, Chattanooga, TN",Plumbing Permit,$263397
2025-142145 EP,"2323 S LAMAR BLVD, Chattanooga, TN",Electrical Permit,$236426
2025-143404 EP,"11908 MURANO DR, Chattanooga, TN",Electrical Permit,$199442
2025-144175 EP,"3801 N CAPITAL OF TEXAS HWY NB UNIT D-200, Chattanooga, TN",Electrical Permit,$66606
2025-088681 EP,"10201 STONELAKE BLVD, Chattanooga, TN",Electrical Permit,$233806
2025-145529 BP,"8139 FOREST MESA DR, Chattanooga, TN",Building Permit,$89428
2025-139552 EP,"8601 THOMPSON TEAL TRL, Chattanooga, TN",Electrical Permit,$111531
2025-144167 EP,"3801 N CAPITAL OF TEXAS HWY NB UNIT D-200, Chattanooga, TN",Electrical Permit,$181304
2025-142551 EP,"1508 NORRIS DR, Chattanooga, TN",Electrical Permit,$115688
2025-141862 EP,"7901 HENRY KINNEY ROW, Chattanooga, TN",Electrical Permit,$173345
2024-128968 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$71700
2025-140207 EP,"5908 LONG CT, Chattanooga, TN",Electrical Permit,$165337
2025-144702 EP,"1904 SHARON LN, Chattanooga, TN",Electrical Permit,$88592
2025-144816 BP,"721 BARTON SPRINGS RD, Chattanooga, TN",Building Permit,$141095
2025-138520 BP,"9803 RIBELIN RANCH CT BLDG 27, Chattanooga, TN",Building Permit,$159667
2025-140361 EP,"9013 1/2 CAPITOL VIEW DR, Chattanooga, TN",Electrical Permit,$65975
2025-108348 PP,"710 E 3RD ST UNIT 100, Chattanooga, TN",Plumbing Permit,$58221
2023-137917 EP,"9414 MOUNTAIN QUAIL RD, Chattanooga, TN",Electrical Permit,$254002
2025-144263 BP,"1600 SANCHEZ ST, Chattanooga, TN",Building Permit,$134673
2024-128988 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$216406
2025-136994 PP,"2309 TOWER DR, Chattanooga, TN",Plumbing Permit,$86036
2025-144429 BP,"2001 FARO DR BLDG 12, Chattanooga, TN",Building Permit,$158023
2025-143584 EP,"12000 MURANO DR, Chattanooga, TN",Electrical Permit,$247177
2025-144128 BP,"9012 BINNEWATER WAY, Chattanooga, TN",Building Permit,$261412
2025-143399 EP,"11929 RAVENNA CV, Chattanooga, TN",Electrical Permit,$141352
2025-091707 PP,"1510 KINNEY AVE, Chattanooga, TN",Plumbing Permit,$88941
2025-144512 EP,"5811 RISING HILLS DR, Chattanooga, TN",Electrical Permit,$234167
2024-128990 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$51605
2025-140256 EP,"4808 WOODVIEW AVE, Chattanooga, TN",Electrical Permit,$220612
2025-069454 MP,"8202 LEROI DR, Chattanooga, TN",Mechanical Permit,$172838
2025-145738 BP,"8702 OAK LEDGE DR, Chattanooga, TN",Building Permit,$263008
2024-128987 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$173541
2025-126170 EP,"8002 COPANO DR, Chattanooga, TN",Electrical Permit,$106923
2025-144123 BP,"9216 CALVERT WAY, Chattanooga, TN",Building Permit,$110702
2025-142826 MP,"2618 MARKET GARDEN LN, Chattanooga, TN",Mechanical Permit,$236552
2025-139684 BP,"2309 OAK CREST AVE UNIT 2B, Chattanooga, TN",Building Permit,$270705
2025-145340 BP,"2326 LAKEHURST DR, Chattanooga, TN",Building Permit,$199791
2025-144495 MP,"5904 TAYLOR DRAPER CV, Chattanooga, TN",Mechanical Permit,$70994
2024-128971 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$277272
2025-144490 MP,"2404 SPANISH CAMP CV, Chattanooga, TN",Mechanical Permit,$135475
2024-128967 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$179933
2025-145629 BP,"6428 BRIDGEWATER DR, Chattanooga, TN",Building Permit,$206319
2025-143476 PP,"6127 PEBBLE GARDEN CT, Chattanooga, TN",Plumbing Permit,$164067
2025-142213 PP,"8715 W SH 71 BLDG 3, Chattanooga, TN",Plumbing Permit,$51868
2025-145814 BP,"2601 AMUR DR, Chattanooga, TN",Building Permit,$216701
2025-087733 PP,"1004 JUANITA ST UNIT 2B, Chattanooga, TN",Plumbing Permit,$130947
2025-144136 BP,"9624 GOLDEN LION DR, Chattanooga, TN",Building Permit,$85480
2025-143866 EP,"13000 HARRIS RIDGE BLVD, Chattanooga, TN",Electrical Permit,$86010
2025-136360 EP,"15900 SOLEIL CT, Chattanooga, TN",Electrical Permit,$281054
2024-128990 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$286741
2025-145290 EP,"2624 W WILLIAM CANNON DR, Chattanooga, TN",Electrical Permit,$157529
2025-143394 EP,"12016 MURANO DR, Chattanooga, TN",Electrical Permit,$258158
2025-145775 PP,"1307 NORWALK LN, Chattanooga, TN",Plumbing Permit,$83230
2024-128970 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$56054
2025-133346 PP,"11905 MURANO DR, Chattanooga, TN",Plumbing Permit,$146986
2025-137515 EP,"11408 MUSKET RIM, Chattanooga, TN",Electrical Permit,$214907
2025-141643 PP,"1109 NEWPORT AVE, Chattanooga, TN",Plumbing Permit,$74337
2025-142230 EP,"3408 MOUNTAIN TOP CIR, Chattanooga, TN",Electrical Permit,$100165
2025-136365 EP,"1001 BLUEBONNET LN, Chattanooga, TN",Electrical Permit,$267090
2025-144183 EP,"3801 N CAPITAL OF TEXAS HWY NB UNIT D-200, Chattanooga, TN",Electrical Permit,$244818
2025-143392 EP,"11913 ELLENA CV, Chattanooga, TN",Electrical Permit,$166720
2024-092704 PP,"4900 WEIDEMAR LN, Chattanooga, TN",Plumbing Permit,$80146
2025-118986 PP,"2043 S LAMAR BLVD UNIT 2450, Chattanooga, TN",Plumbing Permit,$283006
2025-141080 EP,"1403 HARDOUIN AVE, Chattanooga, TN",Electrical Permit,$119300
2025-141936 DS,"5800-6011 RANGELAND RD, Chattanooga, TN",Driveway / Sidewalks,$169299
2025-124161 PP,"2500 PARAMOUNT AVE, Chattanooga, TN",Plumbing Permit,$131421
2025-144528 MP,"704 E 45TH HALF ST, Chattanooga, TN",Mechanical Permit,$160648
2025-137205 BP,"9803 RIBELIN RANCH CT BLDG 37, Chattanooga, TN",Building Permit,$240029
2025-144595 EP,"12821 HYMEADOW DR, Chattanooga, TN",Electrical Permit,$151944
2025-117172 EP,"4700 RIVER PLACE BLVD UNIT 1, Chattanooga, TN",Electrical Permit,$89897
2025-143604 EP,"13416 RIDING DR, Chattanooga, TN",Electrical Permit,$293224
2025-131796 BP,"7010 W SH 71 UNIT 250, Chattanooga, TN",Building Permit,$163030
2025-143960 BP,"301 W 2ND ST, Chattanooga, TN",Building Permit,$293831
2025-140083 PP,"910 CHOTE AVE, Chattanooga, TN",Plumbing Permit,$251314
2025-139682 BP,"2309 OAK CREST AVE BLDG 1, Chattanooga, TN",Building Permit,$290815
2025-141723 EP,"3613 BLUESTEIN DR, Chattanooga, TN",Electrical Permit,$256083
2025-144949 PP,"904 E 37TH ST, Chattanooga, TN",Plumbing Permit,$202695
2025-143507 PP,"8613 GANTTCREST DR, Chattanooga, TN",Plumbing Permit,$260427
2025-121164 EP,"2401 LONGVIEW ST, Chattanooga, TN",Electrical Permit,$80117
2024-128988 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$92769
2025-144109 BP,"11515 BURNET RD BLDG FLR7, Chattanooga, TN",Building Permit,$253171
2025-138471 PP,"7119 STITZEL WELLER DR, Chattanooga, TN",Plumbing Permit,$178589
2025-143426 MP,"1717 W 6TH ST UNIT 140R, Chattanooga, TN",Mechanical Permit,$96334
2025-137262 DS,"6400 STOCKMAN DR, Chattanooga, TN",Driveway / Sidewalks,$57880
2025-101403 PP,"1009 WINIFRED DR, Chattanooga, TN",Plumbing Permit,$298401
2025-140894 BP,"5501 SUNDAY SILENCE DR, Chattanooga, TN",Building Permit,$213919
2025-144513 EP,"14801 FERNHILL DR, Chattanooga, TN",Electrical Permit,$132694
2025-136506 EP,"4100 TABLEROCK DR, Chattanooga, TN",Electrical Permit,$54872
2025-118378 PP,"2521 HARRIS BLVD, Chattanooga, TN",Plumbing Permit,$210044
2025-139908 EP,"1629 CABINWOOD CV, Chattanooga, TN",Electrical Permit,$75408
2025-141942 BP,"2401 APPLE VALLEY CIR, Chattanooga, TN",Building Permit,$216535
2025-071012 MP,"8601 ARACARI CV, Chattanooga, TN",Mechanical Permit,$248478
2025-060116 DS,"2508 LITTLE JOHN LN, Chattanooga, TN",Driveway / Sidewalks,$297854
2025-142432 BP,"1010 BRICKELL LOOP UNIT A, Chattanooga, TN",Building Permit,$285606
2024-128966 PP,"311 E 5TH ST, Chattanooga, TN",Plumbing Permit,$271349
2025-141664 BP,"8720 CAPITOL VIEW DR, Chattanooga, TN",Building Permit,$154302
2025-143959 EP,"2617 TOWY RD, Chattanooga, TN",Electrical Permit,$251827
2025-141944 DS,"6400-6413 STOCKMAN DR, Chattanooga, TN",Driveway / Sidewalks,$130692
2025-134884 BP,"12500 TECH RIDGE BLVD, Chattanooga, TN",Building Permit,$250581
2025-142817 PP,"8413 SOUTHWEST PKWY, Chattanooga, TN",Plumbing Permit,$249266
2025-141723 MP,"3613 BLUESTEIN DR, Chattanooga, TN",Mechanical Permit,$154849
2024-128966 MP,"311 E 5TH ST, Chattanooga, TN",Mechanical Permit,$72040
2025-136369 EP,"5716 EDEN DR, Chattanooga, TN",Electrical Permit,$134687
2025-052523 MP,"13611 LONG ISLAND DR, Chattanooga, TN",Mechanical Permit,$280511
2025-133390 EP,"1109 E RIVERSIDE DR, Chattanooga, TN",Electrical Permit,$201781
2025-087732 PP,"1004 JUANITA ST UNIT 2A, Chattanooga, TN",Plumbing Permit,$78304
2025-145932 BP,"2500 CHAPARRAL TRL, Chattanooga, TN",Building Permit,$230381
2025-144738 EP,"14118 EDNA MAXINE WALK, Chattanooga, TN",Electrical Permit,$198352
2025-145208 BP,"1409 BRIARCLIFF BLVD, Chattanooga, TN",Building Permit,$210611
2025-145075 PP,"6106 BULL CREEK RD, Chattanooga, TN",Plumbing Permit,$176288
2025-062236 EP,"6413 MAGENTA LN, Chattanooga, TN",Electrical Permit,$280840
2025-144795 PP,"7114 STITZEL WELLER DR, Chattanooga, TN",Plumbing Permit,$117662
2025-144261 PP,"4420 MARATHON BLVD, Chattanooga, TN",Plumbing Permit,$288842
2025-069980 EP,"8200 LEROI DR, Chattanooga, TN",Electrical Permit,$276233
2025-145128 MP,"5008 MICHELLE CT, Chattanooga, TN",Mechanical Permit,$241170
2025-144654 EP,"5008 N FRESCO DR, Chattanooga, TN",Electrical Permit,$100734
2025-145356 EP,"121 PICKLE RD UNIT 100, Chattanooga, TN",Electrical Permit,$271067
2025-145022 EP,"9703 BEAUCHAMP SQ, Chattanooga, TN",Electrical Permit,$78544
2025-144800 EP,"8810 MARMOSET WAY, Chattanooga, TN",Electrical Permit,$223056
2025-140715 BP,"2020 RUNDELL PL, Chattanooga, TN",Building Permit,$207120
2025-052198 MP,"4615 RED RIVER ST, Chattanooga, TN",Mechanical Permit,$206888
2025-145844 PP,"2226 WESTLAKE DR BLDG 2 UNIT 5, Chattanooga, TN",Plumbing Permit,$231514
2025-143485 BP,"2236 W BRAKER LN, Chattanooga, TN",Building Permit,$253483
2025-144982 MP,"4810 FLICKER LN, Chattanooga, TN",Mechanical Permit,$295326
2025-144668 PP,"14313 MATTEROD DR, Chattanooga, TN",Plumbing Permit,$199884
2025-145445 BP,"11221 BRISTA WAY, Chattanooga, TN",Building Permit,$96444
2025-115161 EP,"1720 LAWRENCE ST, Chattanooga, TN",Electrical Permit,$185850
2025-137431 MP,"1430 FRONTIER VALLEY DR UNIT 79, Chattanooga, TN",Mechanical Permit,$244101
2025-143780 PP,"4909 CHINA GARDEN DR, Chattanooga, TN",Plumbing Permit,$253227
2025-144852 BP,"7106 WEST RIM DR, Chattanooga, TN",Building Permit,$123649
2025-064417 BP,"2110 WHITE HORSE TRL BLDG A, Chattanooga, TN",Building Permit,$98142
2025-141127 EP,"2702 ENFIELD RD, Chattanooga, TN",Electrical Permit,$101662
2025-143488 BP,"2240 W BRAKER LN, Chattanooga, TN",Building Permit,$227869
2025-144886 MP,"6911 OLD QUARRY LN, Chattanooga, TN",Mechanical Permit,$119054
2025-144543 BP,"8104 CROFTWOOD DR, Chattanooga, TN",Building Permit,$287558
2024-010349 MP,"13023 HEMA DR BLDG GAR5, Chattanooga, TN",Mechanical Permit,$131724
2025-146186 BP,"15512 FERNHILL DR, Chattanooga, TN",Building Permit,$176641
2022-041648 PP,"9500 W PARMER LN BLDG 2, Chattanooga, TN",Plumbing Permit,$67751
2023-108157 EP,"5501 AIRPORT BLVD, Chattanooga, TN",Electrical Permit,$59593
2025-135520 MP,"8301 JOHNNY MORRIS ROAD Bldg 4, Chattanooga, TN",Mechanical Permit,$254134
2025-063008 BP,"2211 ALLRED DR, Chattanooga, TN",Building Permit,$219422
2025-145523 PP,"11806 BROOKWOOD RD, Chattanooga, TN",Plumbing Permit,$260663
2025-136438 BP,"2904 PALM WAY UNIT FLR16, Chattanooga, TN",Building Permit,$51072
2025-145813 PP,"6815 VILLITA AVENIDA, Chattanooga, TN",Plumbing Permit,$131671
2025-144951 EP,"13207 RAMPART ST, Chattanooga, TN",Electrical Permit,$185954
2025-145432 BP,"8017 CARDIN DR, Chattanooga, TN",Building Permit,$138612
2025-129922 EP,"5013 TRADING BND, Chattanooga, TN",Electrical Permit,$286631
2025-115159 EP,"1720 LAWRENCE ST, Chattanooga, TN",Electrical Permit,$78456
2025-139847 BP,"1307 W 12TH ST BLDG B, Chattanooga, TN",Building Permit,$155574
2025-141164 EP,"3027 SUNRIDGE DR, Chattanooga, TN",Electrical Permit,$130706
2025-144409 EP,"2702 LITTLE JOHN LN, Chattanooga, TN",Electrical Permit,$186338
2025-141953 DS,"8600-9022 CULLEN LN, Chattanooga, TN",Driveway / Sidewalks,$148581
2025-143752 PP,"4912 BARKBRIDGE TRL, Chattanooga, TN",Plumbing Permit,$167942
2025-138205 BP,"6800 BURLESON RD BLDG 312 UNIT 165, Chattanooga, TN",Building Permit,$280324
2024-162283 PP,"1504 CRESTWOOD RD, Chattanooga, TN",Plumbing Permit,$142902
2025-137967 MP,"9000 FALLKILL DR, Chattanooga, TN",Mechanical Permit,$252929
2025-142852 PP,"6304 LONDON DR, Chattanooga, TN",Plumbing Permit,$106340
2024-084741 EP,"1310 LBJ WAY UNIT FW2, Chattanooga, TN",Electrical Permit,$204445
2025-144986 PP,"6602 WILLAMETTE DR, Chattanooga, TN",Plumbing Permit,$294974
2025-145711 BP,"3920 GLENGARRY DR, Chattanooga, TN",Building Permit,$197524
2025-145066 MP,"204 E LISA DR, Chattanooga, TN",Mechanical Permit,$155620
2025-048219 PP,"13207 STABLER DR, Chattanooga, TN",Plumbing Permit,$147869
2025-144980 PP,"6803 MESA DR, Chattanooga, TN",Plumbing Permit,$240063
2025-144520 BP,"3103 GARWOOD ST BLDG 1, Chattanooga, TN",Building Permit,$215774
2025-141096 BP,"1818 W ST JOHNS AVE, Chattanooga, TN",Building Permit,$127900
2025-106534 EP,"4600 SINCLAIR AVE, Chattanooga, TN",Electrical Permit,$196905
2025-144111 BP,"3305 BONNIE RD, Chattanooga, TN",Building Permit,$194251
2025-143839 PP,"8206 ALCORN CIR, Chattanooga, TN",Plumbing Permit,$180411
2025-144994 MP,"3408 ROBINSON AVE, Chattanooga, TN",Mechanical Permit,$128672
2025-141885 BP,"5405 ROSE HILL CIR, Chattanooga, TN",Building Permit,$59543
2025-144774 BP,"3724 EXECUTIVE CENTER DR UNIT 210, Chattanooga, TN",Building Permit,$147576
2025-145810 BP,"7312 JOURNEYVILLE DR, Chattanooga, TN",Building Permit,$261603
2025-124692 BP,"2605 SOL WILSON AVE, Chattanooga, TN",Building Permit,$225256
2022-168679 PP,"4801 WOODVIEW AVE, Chattanooga, TN",Plumbing Permit,$236973
2025-137959 BP,"9803 NIGHTJAR DR, Chattanooga, TN",Building Permit,$121401
2025-139639 PP,"1510 HARTFORD RD, Chattanooga, TN",Plumbing Permit,$53197
2025-144802 EP,"8812 MARMOSET WAY, Chattanooga, TN",Electrical Permit,$262082
2025-144596 PP,"14309 MATTEROD DR, Chattanooga, TN",Plumbing Permit,$170265
2025-144957 MP,"2210 GREENLEE DR, Chattanooga, TN",Mechanical Permit,$62159
2025-133766 EP,"2301 E 2ND ST BLDG 2, Chattanooga, TN",Electrical Permit,$90223
2025-100144 PP,"9209 CORVALLIS DR, Chattanooga, TN",Plumbing Permit,$190698
2025-145024 PP,"9703 BEAUCHAMP SQ, Chattanooga, TN",Plumbing Permit,$259003
2025-135038 PP,"1100 S LAMAR BLVD BLDG 2 UNIT 2140, Chattanooga, TN",Plumbing Permit,$235066
2025-141478 BP,"1407 GASTON AVE, Chattanooga, TN",Building Permit,$278020
2025-136438 EP,"2904 PALM WAY UNIT FLR16, Chattanooga, TN",Electrical Permit,$143707
2025-136124 PP,"5100 BUFFALO PASS, Chattanooga, TN",Plumbing Permit,$229703
2025-144104 BP,"8512 ROCKWOOD LN, Chattanooga, TN",Building Permit,$123527
2025-130382 PP,"2730 E 7TH ST, Chattanooga, TN",Plumbing Permit,$135098
2025-145049 PP,"7006 STITZEL WELLER DR, Chattanooga, TN",Plumbing Permit,$197955
2025-143560 PP,"1708 GRACY FARMS LN, Chattanooga, TN",Plumbing Permit,$141514
2025-140817 EP,"8808 GOLDEN LION DR, Chattanooga, TN",Electrical Permit,$133190
2025-145020 PP,"103 E 30TH ST BLDG 3, Chattanooga, TN",Plumbing Permit,$237111
2025-135129 EP,"1802 CLIFFWOOD DR, Chattanooga, TN",Electrical Permit,$107272
2025-142868 EP,"2718 DEERINGHILL DR, Chattanooga, TN",Electrical Permit,$220115
2025-115156 EP,"1720 LAWRENCE ST, Chattanooga, TN",Electrical Permit,$187439
2025-143233 BP,"2103 TOWER DR, Chattanooga, TN",Building Permit,$136775
2025-143965 EP,"614 1/2 CONGRESS AVE, Chattanooga, TN",Electrical Permit,$283876
2025-145757 BP,"5715 SAM HOUSTON CIR, Chattanooga, TN",Building Permit,$211089
2025-044749 MP,"7116 STITZEL WELLER DR, Chattanooga, TN",Mechanical Permit,$206388
2025-145004 PP,"1314 FALCON LEDGE DR UNIT 113, Chattanooga, TN",Plumbing Permit,$129119
2025-145206 BP,"2113 ALLRED DR, Chattanooga, TN",Building Permit,$62937
2025-048196 MP,"13205 STABLER DR, Chattanooga, TN",Mechanical Permit,$176214
2025-144798 EP,"8808 MARMOSET WAY, Chattanooga, TN",Electrical Permit,$191842
2025-134776 EP,"4702 ROUNDUP TRL, Chattanooga, TN",Electrical Permit,$242922
2025-145085 PP,"831 SPRINGDALE RD, Chattanooga, TN",Plumbing Permit,$267299
2025-141658 EP,"12012 MIRA MESA DR, Chattanooga, TN",Electrical Permit,$188857
2025-145467 BP,"7171 SOUTHWEST PKWY BLDG B300 UNIT 475, Chattanooga, TN",Building Permit,$175655
2025-144447 MP,"6801 HITCHING POST CIR, Chattanooga, TN",Mechanical Permit,$93480
2025-056374 MP,"2603 RICHCREEK RD, Chattanooga, TN",Mechanical Permit,$57885
2025-144661 PP,"9333 EVENING PRIMROSE PATH, Chattanooga, TN",Plumbing Permit,$204403
2025-144992 MP,"5705 ADAMS AVE BLDG 2, Chattanooga, TN",Mechanical Permit,$184533
2025-145591 PP,"1505 MOUNT LARSON RD, Chattanooga, TN",Plumbing Permit,$109771
2025-142858 MP,"2404 ALLRED DR UNIT A, Chattanooga, TN",Mechanical Permit,$265814
2025-135521 MP,"8001 JOHNNY MORRIS RD BLDG 3, Chattanooga, TN",Mechanical Permit,$288424
2025-106713 BP,"9001 BRIARDALE DR, Chattanooga, TN",Building Permit,$93352
2025-089724 PP,"6507 HERGOTZ LN, Chattanooga, TN",Plumbing Permit,$263966
2025-086280 MP,"9835 NORTH LAKE CREEK PKWY UNIT 510, Chattanooga, TN",Mechanical Permit,$212153
2025-144865 BP,"1705 KIT CIR, Chattanooga, TN",Building Permit,$159286
2024-084740 EP,"1310 LBJ WAY UNIT FW1, Chattanooga, TN",Electrical Permit,$215205
2025-144695 EP,"14025 AXEL JOHANSON DR, Chattanooga, TN",Electrical Permit,$112481
2025-015505 PP,"1717 ROCKBRIDGE TER, Chattanooga, TN",Plumbing Permit,$275193
2025-144699 EP,"14122 EDNA MAXINE WALK, Chattanooga, TN",Electrical Permit,$247083
2025-145910 BP,"4330 AIRPORT BLVD BLDG 1, Chattanooga, TN",Building Permit,$219711
2025-133767 EP,"2303 E 2ND ST--BLDG 3, Chattanooga, TN",Electrical Permit,$248667
2025-144630 BP,"7000 DECKER LN, Chattanooga, TN",Building Permit,$126849
2025-135690 PP,"10206 SPICEWOOD MESA, Chattanooga, TN",Plumbing Permit,$175503
2025-136790 BP,"523 THOMPSON LN, Chattanooga, TN",Building Permit,$142658
2025-144439 MP,"3811 HAWKSHEAD DR, Chattanooga, TN",Mechanical Permit,$222743
2025-135788 PP,"8610 BASIL HAYDEN LN, Chattanooga, TN",Plumbing Permit,$178327
2025-145941 BP,"11100 AVERING LN, Chattanooga, TN",Building Permit,$193218
2025-129419 BP,"2614 BRISBANE RD, Chattanooga, TN",Building Permit,$212078
2025-108412 EP,"4430 MENCHACA RD, Chattanooga, TN",Electrical Permit,$211604
2025-143651 EP,"2705 LITTLE JOHN LN, Chattanooga, TN",Electrical Permit,$297655
2025-134884 EP,"12500 TECH RIDGE BLVD, Chattanooga, TN",Electrical Permit,$280452
2025-033931 MP,"1818 PIEDMONT AVE, Chattanooga, TN",Mechanical Permit,$273370
2025-142860 EP,"2217 KLATTENHOFF DR, Chattanooga, TN",Electrical Permit,$196719
2025-145037 MP,"7501 KOLACHE CV, Chattanooga, TN",Mechanical Permit,$78836
2025-145005 MP,"2201 THORNWILD PASS, Chattanooga, TN",Mechanical Permit,$114526
2025-145921 BP,"1904 PALO DURO RD, Chattanooga, TN",Building Permit,$94459
2025-140256 PP,"4808 WOODVIEW AVE, Chattanooga, TN",Plumbing Permit,$270372
2025-145911 BP,"4330 AIRPORT BLVD BLDG 2, Chattanooga, TN",Building Permit,$249825
2025-138960 EP,"4905 SUNSET TRL, Chattanooga, TN",Electrical Permit,$227071
2025-130385 PP,"2730 E 7TH ST, Chattanooga, TN",Plumbing Permit,$242974
2025-114839 BP,"1816 ADINA ST BLDG 2, Chattanooga, TN",Building Permit,$148293
2025-115158 EP,"1720 LAWRENCE ST, Chattanooga, TN",Electrical Permit,$113318
2025-145340 MP,"2326 LAKEHURST DR, Chattanooga, TN",Mechanical Permit,$260255
2025-130383 PP,"2730 E 7TH ST, Chattanooga, TN",Plumbing Permit,$134950
2025-048219 MP,"13207 STABLER DR, Chattanooga, TN",Mechanical Permit,$155412
2025-144859 MP,"5209 LUCAS LN, Chattanooga, TN",Mechanical Permit,$276777
2025-130386 PP,"2730 E 7TH ST BLDG GAR, Chattanooga, TN",Plumbing Permit,$292166
