date,city,permit_type,permit_number,address,description
2025-11-24T00:00:00.000,Austin,Electrical Permit,2023-162524 EP,14101 EUCALYPTUS BND,Install roof-mounted solar and energy storage system to existing residence. AE
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2024-003454 PP,7051 MEADOW LAKE BLVD BLDG 13,New Construction of Multi-Family Bldg. #13
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-146540 MP,4020 AIRPORT BLVD UNIT 3,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-073632 EP,9404 OXBOW STRAP DR,New single-story SFR (4br/2ba) with attached garage covered porch and covered patio *PRODUCTION BUILDER- GREEN BUILDING*
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-148514 EP,4107 FARHILLS DR,Upgrading outdoor exterior panel replacing fpe panel.
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-072654 EP,1144 AIRPORT BLVD UNIT 700,EXT-002. Wall Sign on sheet 5 of plans.
2025-11-24T00:00:00.000,Austin,Building Permit,2025-143908 BP,13101 BURMAKANY DR BLDG SHADE1,ePlan: Commercial Expedited Review - New Construction of Picnic Pavillion.
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-148573 MP,3309 HARPERS FERRY LN,express - replacing like for like flooring cabinets and siding. paint inside and out. new hvac. tub to shower. adding lights in kitchen.
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-149227 MP,610 VERMONT RD,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-101440 EP,1210 ROMERIA DR BLDG 1,New construction in-ground pool.
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-142662 MP,5105 TURNABOUT LN,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-147010 PP,401 TREYS WAY,Tunnel under slab to expose and replace the kitchen and bathroom groups. We will also be replacing section of main building drain as well. Tunnel access will be located at front of home.
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-149342 MP,7685 NORTHCROSS DR UNIT 528,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Building Permit,2025-120397 BP,507 E 41ST ST,New construction in-ground pool.
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-108676 PP,1501 GARNER AVE,cap off water/waste water
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-103772 EP,2722 TETHER TRL,Interior remodel  interior renovation of lower including remodel of 2 bathrooms new windows and exterior doors will be installed in new rough rough openings mechanical equipment will be replaced with 2 new units
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-149062 EP,1805 E 18TH ST,T Pole Ref. 2025-120283 BP
2025-11-24T00:00:00.000,Austin,Building Permit,2025-146348 BP,409 E 5TH ST,Installation of a permanent Art in Public Places (AIPP) public art sculpture in Brush Square Park by artist George Sabra. Minimal ground disturbance no utility tie ins.
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-149193 EP,4620 TOREADOR DR,Gday we need the electrical permit for new/upgraded service at 4620 Toreador Dr. The design is in progress and almost complete for construction. I have attached the approved ESPA. Cheers Grant
2025-11-24T00:00:00.000,Austin,Building Permit,2025-149243 BP,1608 SYLVAN GLADE,Unit B New 2-story duplex unit 3 bed/2.5 bathroom with covered porch and covered patio
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2024-003455 PP,7051 MEADOW LAKE BLVD BLDG 14,New Construction of Multi-Family Bldg. #14
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-150515 PP,1117 MARK ST,express - replace water heater
2025-11-24T00:00:00.000,Austin,Building Permit,2025-150318 BP,9907 KABAR TRL,Interior remodel to replace attached uncovered wood deck structural components decking with identical plan and footprint
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-141980 MP,6511 LADERA NORTE,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Building Permit,2025-149145 BP,1201 VIOLA LEE LN,1201 Viola Lee Ln New construction of a 2-story duplex with 3 bedrooms 2.5 bathrooms and attached garage
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-132833 PP,11904 TEDFORD ST,New irrigation installation
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-147275 EP,4301 GLOMAR AVE,Upgrade main service panel replace kitchen outlets with GFCIs install all-weather cover for exterior outlets Install dedicated outlet and replace disposal with plug in type.
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-104171 EP,2703 OAK PARK DR,New pool and spa
2025-11-24T00:00:00.000,Austin,Building Permit,2025-146731 BP,5006 CRESTMONT DR,Change of use to Personal Service (Barber).
2025-11-24T00:00:00.000,Austin,Building Permit,2025-134869 BP,3601 TYRONE DR,Express- Removing and replacing 3 windows
2025-11-24T00:00:00.000,Austin,Building Permit,2025-138834 BP,1511 ALGUNO RD,Express- Remove and replace 400 sq ft of siding
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-146541 MP,4102 LOVE BIRD LN,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Building Permit,2025-150694 BP,444 E ST ELMO RD BLDG B,ePlan: Commercial Expedited Review - Remodel Spec Space for Office/Maufacturing/Lab- (10000SF).
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2022-028918 PP,7516 NORTHCREST BLVD BLDG 2,Expedited Review - New Construction of a 2-Story Secondary Apartment [2bed 2bath]
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-148615 PP,1221 DELANO ST,gas test needed for new line ran to stove
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-150694 MP,444 E ST ELMO RD BLDG B,ePlan: Commercial Expedited Review - Remodel Spec Space for Office/Maufacturing/Lab- (10000SF).
2025-11-24T00:00:00.000,Austin,Building Permit,2025-149242 BP,1608 SYLVAN GLADE,Unit A New 2-story duplex unit 3 bed/2.5 bed with covered porch and covered patio
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-017515 PP,800 EDGECLIFF TER,New construction single story pool house with indoor pool
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-150118 EP,13304 KINCANE DR,2245CR NEW 2 STORY 4 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-143644 EP,3300 KERBEY LN,Level 2 EV Charger powered by a 60amp Circuit Breaker. Run #6 THHN c.u. & #10 THHN c.u. ground through <60 feet New 3/4¿ EMT conduit approx. to power the Level 2 EV Charger at 48amp constant draw.
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-149774 PP,2613 DERWENT DR,new service for SFR in ETJ
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-147390 MP,5308 SUMMER DR,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Plumbing Permit,2025-150118 PP,13304 KINCANE DR,2245CR NEW 2 STORY 4 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO
2025-11-24T00:00:00.000,Austin,Building Permit,2025-143903 BP,13101 BURMAKANY DR UNIT CLUB,ePlan: Commercial Expedited Review - New Construction of Clubhouse with Restrooms Shaded Portico and Canopy Structure attached.
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-147702 EP,2407 ROEHAMPTON DR,install home standby generator
2025-11-24T00:00:00.000,Austin,Building Permit,2025-148725 BP,9800 RAVENWOOD CV,express - exploratory non structural demo
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-091707 EP,1510 KINNEY AVE,New construction in-ground pool and spa.
2025-11-24T00:00:00.000,Austin,Mechanical Permit,2025-149226 MP,4231 WESTLAKE DR BLDG 1,Replacement of complete existing central heat and air system with or without duct work
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-134817 EP,11404 WINDERMERE MEADOWS,Pool - Inground gunite pool and spa. Remove existing concrete deck and replace with new concrete deck. Remove 90 sf of walkway.
2025-11-24T00:00:00.000,Austin,Electrical Permit,2025-071254 EP,1144 AIRPORT BLVD UNIT 700,EXT-100a. 20 Freestanding Sign on sheets 3 and 4 of plans.
2025-11-23T00:00:00.000,Austin,Electrical Permit,2025-074475 EP,5103 WOODGREEN CV,Addition and remodel  Add sunroom to the existing house build cabana in the back enlarge the kitchen
2025-11-23T00:00:00.000,Austin,Electrical Permit,2025-144915 EP,10508 LARK CT,200-Amp Meter and Main Panel Upgrade
2025-11-23T00:00:00.000,Austin,Electrical Permit,2025-122187 EP,24 YUCCA DR,Connect mobile home and add a deck 4x4
2025-11-23T00:00:00.000,Austin,Plumbing Permit,2025-140667 PP,1307 LILY TER,cap off water/waste water lines
2025-11-23T00:00:00.000,Austin,Plumbing Permit,2025-147911 PP,2202 HOLLY ST--BLDG 2--IRR,Installation of irrigation system
2025-11-23T00:00:00.000,Austin,Electrical Permit,2025-122173 EP,54 PALMA CIR,Connect mobile home with a feck 4x4
2025-11-23T00:00:00.000,Austin,Plumbing Permit,2025-147910 PP,2202 HOLLY ST--BLDG 1--IRR,Installation of irrigation system
2025-11-23T00:00:00.000,Austin,Electrical Permit,2025-135292 EP,1241 SPYGLASS DR,adding a solar pv rooftop system to an existing residence
2025-11-22T00:00:00.000,Austin,Electrical Permit,2025-142460 EP,6935 1/2 RYAN DR,Build a new 125-amp single phase service to supply power for a security camera system.  We have an approved site plan exemption for this site
2025-11-22T00:00:00.000,Austin,Plumbing Permit,2025-148263 PP,12345 N LAMAR BLVD BLDG 1 UNIT 125,Interior remodel to existing business office t demise 125 into two suites. Narrative of changes included in the submittal package to detail changes since last plan review and permit issuance.
2025-11-22T00:00:00.000,Austin,Building Permit,2025-147852 BP,6804 MIRANDA DR,Demo and infill of existing interior door and cased opening adding a new full bath and sink in existing living space.
2025-11-22T00:00:00.000,Austin,Plumbing Permit,2025-141910 PP,203 W WILLIAM CANNON DR,Excavate 33 trench to repair main drain line in yard For A and B drain line serves both units
2025-11-22T00:00:00.000,Austin,Electrical Permit,2025-146379 EP,2410 E RIVERSIDE DR BLDG H,West Sign (Side): Lit Channel letters and Light box reading Medicina Mexicana and Salud Natural
2025-11-22T00:00:00.000,Austin,Electrical Permit,2025-146354 EP,2410 E RIVERSIDE DR BLDG H,South Sign (Front): Lit Channel letters with logo and Light box reading Medicina Mexicana and Salud Natural
2025-11-22T00:00:00.000,Austin,Electrical Permit,2025-141592 EP,1180 RIDGEWAY DR--UNIT 2,ePlan: Residential Expedited Review - New construction of Second Unit. [3bed 3bath]. Existing 1-Story Single Family Res to remain as is.
2025-11-22T00:00:00.000,Austin,Plumbing Permit,2025-147154 PP,10601 FM 2222 RD BLDG A,Replacement of an existing water heater Mani & Pedi Nail Spa
2025-11-22T00:00:00.000,Austin,Electrical Permit,2025-146817 EP,2501 GREENLAWN PKWY,add 9 solar panels 3.92KW to existing roof mounted solar install.
2025-11-22T00:00:00.000,Austin,Plumbing Permit,2025-143620 PP,7900 TISDALE DR,replacing  waterheater with Tankless
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-109098 MP,7603 BEINVILLE CV,Interior remodel and addition of existing single family residence. Retroactive permit of addition at kitchen and partial garage conversion.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148947 EP,15501 TACON LN,Replacing existing generator with 80 KW generator. Installing new feeder to automatic transfer switch.  *disconnect and reconnect
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-134110 PP,5308 BALCONES DR,remove 2 water heater replacing with 2 tankless water heaters
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148402 PP,6109 MAURYS TRL,Install irrigation system
2025-11-21T00:00:00.000,Austin,Building Permit,2025-081977 BP,1904 CULLEN AVE,Total Demo of detached carport 240 sq ft circa 1952
2025-11-21T00:00:00.000,Austin,Building Permit,2025-149252 BP,2311 WESTROCK DR BLDG 2,ePlan: Residential Expedited Review - New TWO UNIT RES. New construction of a 2-Story Single Family Res. [4bed 5.5bath] with Attached Garage
2025-11-21T00:00:00.000,Austin,Building Permit,2025-061445 BP,2201 AIRPORT BLVD UNIT 130,Interior Remodel Finish Out Dental Office
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-123127 PP,1808 SYLVAN DR BLDG 2,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [4bed 4bath] with Attached Carport. Bldg 2
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-147749 PP,1900 E HOWARD LN BLDG A UNIT 1,First Time tenant finish out to create a dental office.
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-066965 MP,11007 CONCHOS CV,convert existing covered porch into conditioned space.  interior remodel
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-142891 PP,6107 CADDIE ST,Cap off of Water & Wastewater for a Total demo of 1116 sqft SFR circa 1962
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148930 EP,4826 ROLLINGWOOD DR,Request to disconnect installing conduit and feeders from generator approx. 35 from electric service and rebuilding electric service to incorporate x2 transfer switches on existing 350A service
2025-11-21T00:00:00.000,Austin,Building Permit,2025-148593 BP,4504 JINX AVE,Express- Foundation Repair as per scope of work attached
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148473 EP,7704 LATTA DR,Rebuild service on exterior of building
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148016 EP,8235 SUMMER SIDE DR,Rebuild and update to current NEC. 150 Amp 120/240 V main electric service.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148743 PP,1009 MERIDEN LN,installing Tankless G water heater
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148909 EP,2613 1/2 E BRAKER LN UNIT TEMP5,Temp 5 Ref: 2025 030926 BP
2025-11-21T00:00:00.000,Austin,Electrical Permit,2024-157785 EP,4003 DEL ROBLES,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [4bed 4.5bath] with attached Garage.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148656 PP,5708 SILVER SCREEN DR,Replacement of an existing water heater Standard 50 Gal Natural Gas water heater change out   5708 Silver Screen Drive Austin TX 78747
2025-11-21T00:00:00.000,Austin,Building Permit,2025-148396 BP,1323 S CONGRESS AVE,Minimal interior remodeling of an existing tenant space.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-149935 EP,3600 LYONS RD,EMERGENCY REPAIR of OH meter and service for railroad.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-134321 EP,12422 CASSADY DR,Request to disconnect to replace the meter can and main panel.  Main panel will have a 225a bus with 200a main for 60a back feed breaker.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148052 EP,2803 CASTRO ST,Install Level 2 EV Charger
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-147470 EP,1901 MADISON AVE,T Pole
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148914 EP,2613 1/2 E BRAKER LN UNIT TEMP6,Temp 6 Ref: 2025 030905 BP
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148658 EP,5921 JENNIFER PASTURE PATH,HBL ETJ NO BP
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-141931 PP,1201 GEORGIAN ST,cap off water and waste water
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-140615 MP,7718 WOOD HOLLOW DR UNIT 100,INTERIOR REMODEL - DEMISED OFFICE SPACE.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-141895 PP,7201 VALBURN DR,NEEDS GAS TEST FOR ELECTRICAL GENERATOR PERMIT 2025-096578 EP
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-123126 PP,1808 SYLVAN DR BLDG 1,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [4bed 4bath] with Attached Carport. Bldg 1
2025-11-21T00:00:00.000,Austin,Building Permit,2025-145375 BP,1506 PALMA PLZ,Express: Replacing 11 windows across the front portion of the residence. Windows to be same size of what are installed. Changing front door style.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-150299 PP,11913 ELLENA CV,ETJ New Construction of SFR 1868sqft Meter Installation
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2020-167891 MP,2905 GREENLEE DR,New 2-story SFR with attached garage covered porch and patio
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148698 PP,9505 BOATHOUSE DR,install sprinkler system
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148247 PP,6614 ARGENTIA RD,Potential gas leak gas locked and red tagged - make gas repair. Put on test for gas inspection.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148883 EP,8713 TALLWOOD DR,REBUILD EXISTING SERVICE EXISTING SERVICE HAS NO MAIN DISCONNECT AND HAS OLD FEDERAL BREAKERS
2025-11-21T00:00:00.000,Austin,Driveway / Sidewalks,2025-137110 DS,1303 W ST JOHNS AVE,Construct new driveway approach of 12 FT and Curb/Gutter of 20 FT.  No sidewalk inspection per plan review.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148564 EP,11901 BURNET RD,Install illuminated verticle channel letters logo & The Watson on the South elevation.
2025-11-21T00:00:00.000,Austin,Building Permit,2025-149988 BP,3913 TODD LN UNIT 512,Interior remodeling move electrical frame non-structural walls drywall paint flooring trim remodel of existing bathroom (replace fixtures)
2025-11-21T00:00:00.000,Austin,Building Permit,2025-150061 BP,4403 BELLVUE AVE,Express- Existing foundation repair as per scope of work attached
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-075668 MP,4012 GLENGARRY DR,Interior remodel - Remove existing elevator. Frame subfloor in elevator shaft and create two new closets. Remove interior partition walls in kitchen and enlarge kitchen. New partition wall in foyer. Remodel bathroom on second floor.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148018 PP,10612 SCOTLAND WELL DR,Replacement of an existing water heater
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-149468 MP,5300 S MOPAC EXPY SB UNIT 103,Replacement of complete existing central heat and air system with or without duct work Change out of two like for like package units for Guitar center.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148412 EP,7522 STONECLIFF DR,Replace utility meter with 200A and replace panel.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-044294 PP,14100 AXEL JOHANSON DR,Plumbing for New Construction of SFR in the ETJ. 3012 sq ft
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148903 EP,2613 1/2 E BRAKER LN UNIT TEMP4,Temp 4 Ref: 2025 035751 BP
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-149752 PP,8520 NEW HAMPSHIRE DR,16ft tunnel under foundation of home 40ft of yard line for sewer line replacement
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148264 EP,12345 N LAMAR BLVD BLDG 1 UNIT 135,Interior remodel to existing business office to demise 135 as a new suite. No plumbing scope. Minor Mech and Electrical work in this suite. New entrance and some adjustments to the mechanical and relocating 3 light fixtures.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-149389 PP,5800 WELLINGTON DR BLDG 5,EST#2476 - Flats at Wellington - Between Buildings #5 & #6 - Tunnel - Sewer Repair -Tunnel up to 30 linear feet and install new 4 main line due to collapsed line and severe corrosion.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148313 PP,2201 W BEN WHITE BLVD SVRD EB,Contractor to install approximately 10 feet of sewer service to connect existing private line to new city cleanout. The city cleanout is being moved as part of a CIP project.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-147812 PP,1104 ALDEN DR,Replacement of an existing water heater
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-139862 EP,401 CONGRESS AVE UNIT FLR32,Interior alteration of existing common restrooms.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-144680 PP,4705 ARAPAHOE PASS,12¿ tunnel below the foundation to repair break on bathroom drain line. 1 access hole - back
2025-11-21T00:00:00.000,Austin,Building Permit,2025-150223 BP,4500 DOVEHILL DR,Express: Replace shower walls in hall bathroom Install new hardy board & tile on all 3 walls
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-063950 PP,4100 WATERSEDGE DR,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 7bath] Attached Garage
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-138535 EP,1950 WEBBERVILLE RD BLDG 1,At (4) elevators replace feeders with cooper conductors replace main breakers install disconnects xfmrs phase converters.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-147001 PP,5921 JENNIFER PASTURE PATH,New Service for SFR in ETJ. 2249 sq ft.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-093215 EP,41 MARGRANITA CRES UNIT B,UNIT B: New construction of a 2-Story duplex unit   garage apartment with 1 bath.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148676 EP,14120 AXEL JOHANSON DR,HBL ETJ NO BP
2025-11-21T00:00:00.000,Austin,Building Permit,2025-149770 BP,501 SACRAMENTO DR,Express: D&R kitchen cabinets replace kick plates paint cabinets countertops baseboards and casing replace existing light fixtures and ceiling fans toilet tub vanity mirror flooring appliances paint drywall patches blinds soffit and fascia repairs exterior paint faucets shower valve tubs tile surround new door handles and locks.
2025-11-21T00:00:00.000,Austin,Building Permit,2023-073253 BP,200 W 6TH ST,Interior Build-Out   [7 Day Review]
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148808 PP,2903 NORFOLK DR,install a full lawn sprinkler system
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-147415 EP,8516 ROCKWOOD LN,Installation of 8.80kw Solar PV system.
2025-11-21T00:00:00.000,Austin,Building Permit,2025-148803 BP,909 E 49TH HALF ST,Total demo of SFR 1704 SqFt circa 1940
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-147745 PP,1900 E HOWARD LN BLDG A UNIT 1,First Time tenant finish out to create a dental office.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-122443 EP,1619 ELMHURST DR,ePlan: Residential Expedited Review: New construction of a THREE UNIT RESIDENTIAL with two pools.  BLDG 2: New 3-Story Single Fam. Res. [4 bed 3.5bath] w/ Carport.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-147808 PP,1408 JUSTIN LN,Replacement of an existing water heater TANKLESS
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148884 EP,2613 1/2 E BRAKER LN UNIT TEMP2,Temp Pole 2 Ref: 2025 -030875 BP
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148560 EP,11901 BURNET RD,Install illuminated channel letters The Watson on the West elevation.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148293 EP,3318 CLARKSBURG DR,Replace existing 100A service with new 200A meter base and electrical panel
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-133363 PP,2207 DE VERNE ST,Cap off of Water & Wastewater for a Total Demo of SFR 1100 Sqft circa 1953
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-121131 EP,208 CONGRESS AVE,alteration of an existing office space including access control new exterior overhead door site work planters and stairs/landing
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-142488 MP,4406 EILERS AVE,New 2-story accessory structure consisting of a garage on the 1st floor and a studio with full bathroom on 2nd floor. 2nd floor is accessed by exterior staircase.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-147120 EP,7314 RUNNING ROPE,Request to disconnect - Installation of a 200 A Generac ATS and 24KW Generator
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-145963 PP,11000 ANDERSON MILL RD BLDG S3,Replacement of an existing water heater C700 - Courtyard Homes At Anderson Oaks Condo BUILDING S3 UNIT 35
2025-11-21T00:00:00.000,Austin,Building Permit,2025-135048 BP,4208 BELLVUE AVE,Total Demo of Detached Garage 392 sqft circa 1929
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-122444 EP,1619 ELMHURST DR,ePlan: Residential Expedited Review: New construction of a THREE UNIT RESIDENTIAL with two pools.  BLDG 3: New 2-Story Single Family Res. [4 bed 3 bath] w/ Carport
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-145311 PP,11221 BRISTA WAY,Replacement of an existing water heater
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-146977 PP,14132 MATTEROD DR,New Service for SFR in ETJ. 2093 sq ft.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-139862 PP,401 CONGRESS AVE UNIT FLR32,Interior alteration of existing common restrooms.
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2024-159747 MP,3415 WINDSOR RD UNIT A,ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [4bed 4.5bath] with attached Garage Unit A
2025-11-21T00:00:00.000,Austin,Building Permit,2025-149989 BP,802 WAYSIDE DR,New pool & spa for duplex use heated/autofill with plumbing permit
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148023 EP,6005 SILENT NOVA VW,Home builders loop Ref: 2025-136372 EP
2025-11-21T00:00:00.000,Austin,Building Permit,2025-081973 BP,1904 CULLEN AVE,Total Demo of SFR 1134 sq ft
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-147304 EP,6507 CAPRIOLA DR,Replace existing kitchen bathroom and exterior outlets with GFCI.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-021113 EP,7405 CARVER AVE,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [8bed 6bath]. Bldg 2  **Meter for BLDG 2 is going to be on BLDG 1.
2025-11-21T00:00:00.000,Austin,Building Permit,2025-148469 BP,11400 LADERA VISTA DR,New construction of 3 story SFR with partial driveway and porches
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148984 EP,7106 SUNGATE DR,Power for EV charger
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-129420 PP,1904 SAN GABRIEL ST,Cap Off W/WW  2025 100359 DA - Approved ...
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-146539 EP,6409 HICKMAN AVE,Repair existing service to get power back on the home.
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-127673 PP,9517 BOATHOUSE DR,New 1-story single family residence 4 bed/3 bath attached garage covered porch and patio green building
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-147012 PP,5913 JENNIFER PASTURE PATH,New Service for SFR in ETJ. 2093 sq ft.
2025-11-21T00:00:00.000,Austin,Building Permit,2025-150058 BP,8113 BOGGY RIDGE DR,Express: Tub to shower conversion in master bath replace hvac system replace electrical service panel
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-148391 EP,7102 WOODFORD WAY,Home Builder Loop Blue Bonnet Power Ref: 2025-138925-BP
2025-11-21T00:00:00.000,Austin,Plumbing Permit,2025-148396 PP,1323 S CONGRESS AVE,Minimal interior remodeling of an existing tenant space.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-149015 EP,3910 AVENUE H,Install new 14.72 kW DC rooftop solar system to existing residential
2025-11-21T00:00:00.000,Austin,Mechanical Permit,2025-147423 MP,5833 MEDICINE CREEK DR,Replacement of complete existing central heat and air system with or without duct work
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-147036 EP,1011 SPRINGDALE RD,Replacement of Mechanical Equipment and Associated Electrical Equipment in the Supply Air Plenum Rooms. Ceiling in each Room will be moved for ease for Building B
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-141640 EP,4108 TODD LN,Replace an existing Option generator Automatic Transfer Switch an add a Docking Station n equipment pad with new concrete pad. Site plan exemption not required less than 100 sq ft for existing fuel station.
2025-11-21T00:00:00.000,Austin,Electrical Permit,2025-149029 EP,10628 INDIGO BROOM LOOP,Install new 17.48 kW DC rooftop solar system to existing residential
