permit_number,address,type,value
2025-134572 PP,"1604 W 40TH ST UNIT A, Austin, TX",Plumbing Permit,$229220
2025-141471 EP,"3315 1/2 N QUINLAN PARK RD UNIT D, Austin, TX",Electrical Permit,$233330
2025-100201 BP,"809 W 12TH ST UNIT A, Austin, TX",Building Permit,$249890
2024-128967 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$276842
2025-139075 EP,"1712 S CONGRESS AVE UNIT 2, Austin, TX",Electrical Permit,$82911
2025-143804 EP,"5810 1/2 STEINER RANCH BLVD, Austin, TX",Electrical Permit,$273487
2024-128971 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$238107
2024-128968 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$51585
2024-128970 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$77436
2025-072011 PP,"6312 NEEDHAM LN, Austin, TX",Plumbing Permit,$118449
2025-138130 PP,"8808 GOLDEN LION DR, Austin, TX",Plumbing Permit,$182262
2025-091339 BP,"3100 GARWOOD ST--POOL, Austin, TX",Building Permit,$169883
2025-142308 BP,"4400 1/2 ELMONT DR, Austin, TX",Building Permit,$92498
2025-134432 EP,"7105 N IH 35 SVRD NB, Austin, TX",Electrical Permit,$219594
2025-143783 EP,"12412 MALLARD LN, Austin, TX",Electrical Permit,$155001
2025-024859 EP,"201 TERRACE MOUNTAIN DR, Austin, TX",Electrical Permit,$106708
2025-141716 BP,"5537 LOYOLA LN, Austin, TX",Building Permit,$124726
2025-142433 BP,"1010 BRICKELL LOOP UNIT B, Austin, TX",Building Permit,$111284
2025-144408 PP,"7816 JOURNEYVILLE DR, Austin, TX",Plumbing Permit,$206752
2025-046447 PP,"8328 ELANDER DR, Austin, TX",Plumbing Permit,$103919
2025-139683 BP,"2309 OAK CREST AVE UNIT 2A, Austin, TX",Building Permit,$92239
2025-141840 BP,"1404 SIR THOPAS TRL, Austin, TX",Building Permit,$138070
2025-114910 PP,"4206 FARHILLS DR, Austin, TX",Plumbing Permit,$290573
2025-142572 EP,"2419 DOMINION HILL, Austin, TX",Electrical Permit,$141515
2025-143185 EP,"2102 PALO PINTO DR, Austin, TX",Electrical Permit,$89563
2025-144405 PP,"8400 DUSK TERRACE CV, Austin, TX",Plumbing Permit,$66440
2025-144109 MP,"11515 BURNET RD BLDG FLR7, Austin, TX",Mechanical Permit,$111049
2025-087731 PP,"1004 JUANITA ST BLDG 1, Austin, TX",Plumbing Permit,$205777
2025-144436 PP,"1921 ZACH SCOTT ST, Austin, TX",Plumbing Permit,$55102
2025-143724 BP,"2524 IONIAN CV, Austin, TX",Building Permit,$85398
2025-143406 EP,"2605 DERWENT DR, Austin, TX",Electrical Permit,$136528
2025-051294 EP,"300 1/2 PRESSLER ST, Austin, TX",Electrical Permit,$234353
2025-140082 PP,"910 CHOTE AVE, Austin, TX",Plumbing Permit,$230284
2025-142180 EP,"2402 E 10TH ST, Austin, TX",Electrical Permit,$68758
2025-142289 DS,"6409 BRADSHER DR BLDG 1, Austin, TX",Driveway / Sidewalks,$234722
2025-094164 DS,"3104 PINECREST DR, Austin, TX",Driveway / Sidewalks,$223648
2025-139473 PP,"7108 VALLECITO DR, Austin, TX",Plumbing Permit,$228102
2025-137499 EP,"1709 PASADENA DR, Austin, TX",Electrical Permit,$204524
2025-140084 PP,"910 CHOTE AVE, Austin, TX",Plumbing Permit,$216965
2025-145750 BP,"3801 ISLAND WAY, Austin, TX",Building Permit,$86033
2025-133361 BP,"2000 GARDEN ST, Austin, TX",Building Permit,$84602
2025-142165 EP,"2323 S LAMAR BLVD, Austin, TX",Electrical Permit,$272296
2025-145638 BP,"1205 CRUPP CT, Austin, TX",Building Permit,$89021
2025-101501 BP,"817 W 5TH ST, Austin, TX",Building Permit,$221503
2025-145262 BP,"5415 PENDLETON LN, Austin, TX",Building Permit,$224444
2025-143601 EP,"6109 TWIN LEDGE DR, Austin, TX",Electrical Permit,$152687
2025-124162 PP,"2201 MONTCLAIRE ST, Austin, TX",Plumbing Permit,$185169
2025-142145 EP,"2323 S LAMAR BLVD, Austin, TX",Electrical Permit,$176278
2025-143404 EP,"11908 MURANO DR, Austin, TX",Electrical Permit,$242616
2025-144175 EP,"3801 N CAPITAL OF TEXAS HWY NB UNIT D-200, Austin, TX",Electrical Permit,$213139
2025-088681 EP,"10201 STONELAKE BLVD, Austin, TX",Electrical Permit,$116804
2025-145529 BP,"8139 FOREST MESA DR, Austin, TX",Building Permit,$146311
2025-139552 EP,"8601 THOMPSON TEAL TRL, Austin, TX",Electrical Permit,$206533
2025-144167 EP,"3801 N CAPITAL OF TEXAS HWY NB UNIT D-200, Austin, TX",Electrical Permit,$216452
2025-142551 EP,"1508 NORRIS DR, Austin, TX",Electrical Permit,$96443
2025-141862 EP,"7901 HENRY KINNEY ROW, Austin, TX",Electrical Permit,$196532
2024-128968 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$134452
2025-140207 EP,"5908 LONG CT, Austin, TX",Electrical Permit,$239582
2025-144702 EP,"1904 SHARON LN, Austin, TX",Electrical Permit,$256682
2025-144816 BP,"721 BARTON SPRINGS RD, Austin, TX",Building Permit,$60109
2025-138520 BP,"9803 RIBELIN RANCH CT BLDG 27, Austin, TX",Building Permit,$130968
2025-140361 EP,"9013 1/2 CAPITOL VIEW DR, Austin, TX",Electrical Permit,$213567
2025-108348 PP,"710 E 3RD ST UNIT 100, Austin, TX",Plumbing Permit,$136855
2023-137917 EP,"9414 MOUNTAIN QUAIL RD, Austin, TX",Electrical Permit,$112382
2025-144263 BP,"1600 SANCHEZ ST, Austin, TX",Building Permit,$182530
2024-128988 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$208198
2025-136994 PP,"2309 TOWER DR, Austin, TX",Plumbing Permit,$171448
2025-144429 BP,"2001 FARO DR BLDG 12, Austin, TX",Building Permit,$205170
2025-143584 EP,"12000 MURANO DR, Austin, TX",Electrical Permit,$248167
2025-144128 BP,"9012 BINNEWATER WAY, Austin, TX",Building Permit,$240112
2025-143399 EP,"11929 RAVENNA CV, Austin, TX",Electrical Permit,$194048
2025-091707 PP,"1510 KINNEY AVE, Austin, TX",Plumbing Permit,$93525
2025-144512 EP,"5811 RISING HILLS DR, Austin, TX",Electrical Permit,$118584
2024-128990 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$227704
2025-140256 EP,"4808 WOODVIEW AVE, Austin, TX",Electrical Permit,$144867
2025-069454 MP,"8202 LEROI DR, Austin, TX",Mechanical Permit,$243188
2025-145738 BP,"8702 OAK LEDGE DR, Austin, TX",Building Permit,$79707
2024-128987 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$79431
2025-126170 EP,"8002 COPANO DR, Austin, TX",Electrical Permit,$282112
2025-144123 BP,"9216 CALVERT WAY, Austin, TX",Building Permit,$177323
2025-142826 MP,"2618 MARKET GARDEN LN, Austin, TX",Mechanical Permit,$214506
2025-139684 BP,"2309 OAK CREST AVE UNIT 2B, Austin, TX",Building Permit,$97541
2025-145340 BP,"2326 LAKEHURST DR, Austin, TX",Building Permit,$93201
2025-144495 MP,"5904 TAYLOR DRAPER CV, Austin, TX",Mechanical Permit,$143491
2024-128971 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$230586
2025-144490 MP,"2404 SPANISH CAMP CV, Austin, TX",Mechanical Permit,$214273
2024-128967 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$166001
2025-145629 BP,"6428 BRIDGEWATER DR, Austin, TX",Building Permit,$81705
2025-143476 PP,"6127 PEBBLE GARDEN CT, Austin, TX",Plumbing Permit,$187139
2025-142213 PP,"8715 W SH 71 BLDG 3, Austin, TX",Plumbing Permit,$67740
2025-145814 BP,"2601 AMUR DR, Austin, TX",Building Permit,$192389
2025-087733 PP,"1004 JUANITA ST UNIT 2B, Austin, TX",Plumbing Permit,$211010
2025-144136 BP,"9624 GOLDEN LION DR, Austin, TX",Building Permit,$123695
2025-143866 EP,"13000 HARRIS RIDGE BLVD, Austin, TX",Electrical Permit,$280448
2025-136360 EP,"15900 SOLEIL CT, Austin, TX",Electrical Permit,$192912
2024-128990 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$91365
2025-145290 EP,"2624 W WILLIAM CANNON DR, Austin, TX",Electrical Permit,$259431
2025-143394 EP,"12016 MURANO DR, Austin, TX",Electrical Permit,$91169
2025-145775 PP,"1307 NORWALK LN, Austin, TX",Plumbing Permit,$110891
2024-128970 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$153041
2025-133346 PP,"11905 MURANO DR, Austin, TX",Plumbing Permit,$186806
2025-137515 EP,"11408 MUSKET RIM, Austin, TX",Electrical Permit,$238833
2025-141643 PP,"1109 NEWPORT AVE, Austin, TX",Plumbing Permit,$57004
2025-142230 EP,"3408 MOUNTAIN TOP CIR, Austin, TX",Electrical Permit,$210105
2025-136365 EP,"1001 BLUEBONNET LN, Austin, TX",Electrical Permit,$99455
2025-144183 EP,"3801 N CAPITAL OF TEXAS HWY NB UNIT D-200, Austin, TX",Electrical Permit,$231904
2025-143392 EP,"11913 ELLENA CV, Austin, TX",Electrical Permit,$198179
2024-092704 PP,"4900 WEIDEMAR LN, Austin, TX",Plumbing Permit,$117850
2025-118986 PP,"2043 S LAMAR BLVD UNIT 2450, Austin, TX",Plumbing Permit,$242840
2025-141080 EP,"1403 HARDOUIN AVE, Austin, TX",Electrical Permit,$201159
2025-141936 DS,"5800-6011 RANGELAND RD, Austin, TX",Driveway / Sidewalks,$125764
2025-124161 PP,"2500 PARAMOUNT AVE, Austin, TX",Plumbing Permit,$280441
2025-144528 MP,"704 E 45TH HALF ST, Austin, TX",Mechanical Permit,$278353
2025-137205 BP,"9803 RIBELIN RANCH CT BLDG 37, Austin, TX",Building Permit,$143072
2025-144595 EP,"12821 HYMEADOW DR, Austin, TX",Electrical Permit,$82404
2025-117172 EP,"4700 RIVER PLACE BLVD UNIT 1, Austin, TX",Electrical Permit,$289205
2025-143604 EP,"13416 RIDING DR, Austin, TX",Electrical Permit,$254076
2025-131796 BP,"7010 W SH 71 UNIT 250, Austin, TX",Building Permit,$191876
2025-143960 BP,"301 W 2ND ST, Austin, TX",Building Permit,$254236
2025-140083 PP,"910 CHOTE AVE, Austin, TX",Plumbing Permit,$294589
2025-139682 BP,"2309 OAK CREST AVE BLDG 1, Austin, TX",Building Permit,$71679
2025-141723 EP,"3613 BLUESTEIN DR, Austin, TX",Electrical Permit,$110440
2025-144949 PP,"904 E 37TH ST, Austin, TX",Plumbing Permit,$177247
2025-143507 PP,"8613 GANTTCREST DR, Austin, TX",Plumbing Permit,$120333
2025-121164 EP,"2401 LONGVIEW ST, Austin, TX",Electrical Permit,$55049
2024-128988 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$222003
2025-144109 BP,"11515 BURNET RD BLDG FLR7, Austin, TX",Building Permit,$199135
2025-138471 PP,"7119 STITZEL WELLER DR, Austin, TX",Plumbing Permit,$96867
2025-143426 MP,"1717 W 6TH ST UNIT 140R, Austin, TX",Mechanical Permit,$290417
2025-137262 DS,"6400 STOCKMAN DR, Austin, TX",Driveway / Sidewalks,$135405
2025-101403 PP,"1009 WINIFRED DR, Austin, TX",Plumbing Permit,$116617
2025-140894 BP,"5501 SUNDAY SILENCE DR, Austin, TX",Building Permit,$60517
2025-144513 EP,"14801 FERNHILL DR, Austin, TX",Electrical Permit,$167898
2025-136506 EP,"4100 TABLEROCK DR, Austin, TX",Electrical Permit,$194268
2025-118378 PP,"2521 HARRIS BLVD, Austin, TX",Plumbing Permit,$229351
2025-139908 EP,"1629 CABINWOOD CV, Austin, TX",Electrical Permit,$118415
2025-141942 BP,"2401 APPLE VALLEY CIR, Austin, TX",Building Permit,$275184
2025-071012 MP,"8601 ARACARI CV, Austin, TX",Mechanical Permit,$269767
2025-060116 DS,"2508 LITTLE JOHN LN, Austin, TX",Driveway / Sidewalks,$70723
2025-142432 BP,"1010 BRICKELL LOOP UNIT A, Austin, TX",Building Permit,$249567
2024-128966 PP,"311 E 5TH ST, Austin, TX",Plumbing Permit,$93826
2025-141664 BP,"8720 CAPITOL VIEW DR, Austin, TX",Building Permit,$150796
2025-143959 EP,"2617 TOWY RD, Austin, TX",Electrical Permit,$299101
2025-141944 DS,"6400-6413 STOCKMAN DR, Austin, TX",Driveway / Sidewalks,$71617
2025-134884 BP,"12500 TECH RIDGE BLVD, Austin, TX",Building Permit,$153621
2025-142817 PP,"8413 SOUTHWEST PKWY, Austin, TX",Plumbing Permit,$244845
2025-141723 MP,"3613 BLUESTEIN DR, Austin, TX",Mechanical Permit,$129691
2024-128966 MP,"311 E 5TH ST, Austin, TX",Mechanical Permit,$238953
2025-136369 EP,"5716 EDEN DR, Austin, TX",Electrical Permit,$156588
2025-052523 MP,"13611 LONG ISLAND DR, Austin, TX",Mechanical Permit,$169901
2025-133390 EP,"1109 E RIVERSIDE DR, Austin, TX",Electrical Permit,$147574
2025-087732 PP,"1004 JUANITA ST UNIT 2A, Austin, TX",Plumbing Permit,$281134
2025-145932 BP,"2500 CHAPARRAL TRL, Austin, TX",Building Permit,$299259
2025-144738 EP,"14118 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$238561
2025-145208 BP,"1409 BRIARCLIFF BLVD, Austin, TX",Building Permit,$104964
2025-145075 PP,"6106 BULL CREEK RD, Austin, TX",Plumbing Permit,$290579
2025-062236 EP,"6413 MAGENTA LN, Austin, TX",Electrical Permit,$193989
2025-144795 PP,"7114 STITZEL WELLER DR, Austin, TX",Plumbing Permit,$268172
2025-144261 PP,"4420 MARATHON BLVD, Austin, TX",Plumbing Permit,$56065
2025-069980 EP,"8200 LEROI DR, Austin, TX",Electrical Permit,$149822
2025-145128 MP,"5008 MICHELLE CT, Austin, TX",Mechanical Permit,$183980
2025-144654 EP,"5008 N FRESCO DR, Austin, TX",Electrical Permit,$147406
2025-145356 EP,"121 PICKLE RD UNIT 100, Austin, TX",Electrical Permit,$262582
2025-145022 EP,"9703 BEAUCHAMP SQ, Austin, TX",Electrical Permit,$204417
2025-144800 EP,"8810 MARMOSET WAY, Austin, TX",Electrical Permit,$277977
2025-140715 BP,"2020 RUNDELL PL, Austin, TX",Building Permit,$183369
2025-052198 MP,"4615 RED RIVER ST, Austin, TX",Mechanical Permit,$51820
2025-145844 PP,"2226 WESTLAKE DR BLDG 2 UNIT 5, Austin, TX",Plumbing Permit,$275196
2025-143485 BP,"2236 W BRAKER LN, Austin, TX",Building Permit,$203509
2025-144982 MP,"4810 FLICKER LN, Austin, TX",Mechanical Permit,$241906
2025-144668 PP,"14313 MATTEROD DR, Austin, TX",Plumbing Permit,$76604
2025-145445 BP,"11221 BRISTA WAY, Austin, TX",Building Permit,$147383
2025-115161 EP,"1720 LAWRENCE ST, Austin, TX",Electrical Permit,$254665
2025-137431 MP,"1430 FRONTIER VALLEY DR UNIT 79, Austin, TX",Mechanical Permit,$190797
2025-143780 PP,"4909 CHINA GARDEN DR, Austin, TX",Plumbing Permit,$249104
2025-144852 BP,"7106 WEST RIM DR, Austin, TX",Building Permit,$171681
2025-064417 BP,"2110 WHITE HORSE TRL BLDG A, Austin, TX",Building Permit,$198364
2025-141127 EP,"2702 ENFIELD RD, Austin, TX",Electrical Permit,$297201
2025-143488 BP,"2240 W BRAKER LN, Austin, TX",Building Permit,$261187
2025-144886 MP,"6911 OLD QUARRY LN, Austin, TX",Mechanical Permit,$215488
2025-144543 BP,"8104 CROFTWOOD DR, Austin, TX",Building Permit,$98680
2024-010349 MP,"13023 HEMA DR BLDG GAR5, Austin, TX",Mechanical Permit,$263054
2025-146186 BP,"15512 FERNHILL DR, Austin, TX",Building Permit,$239091
2022-041648 PP,"9500 W PARMER LN BLDG 2, Austin, TX",Plumbing Permit,$225703
2023-108157 EP,"5501 AIRPORT BLVD, Austin, TX",Electrical Permit,$249187
2025-135520 MP,"8301 JOHNNY MORRIS ROAD Bldg 4, Austin, TX",Mechanical Permit,$180692
2025-063008 BP,"2211 ALLRED DR, Austin, TX",Building Permit,$193912
2025-145523 PP,"11806 BROOKWOOD RD, Austin, TX",Plumbing Permit,$210954
2025-136438 BP,"2904 PALM WAY UNIT FLR16, Austin, TX",Building Permit,$242313
2025-145813 PP,"6815 VILLITA AVENIDA, Austin, TX",Plumbing Permit,$218465
2025-144951 EP,"13207 RAMPART ST, Austin, TX",Electrical Permit,$117404
2025-145432 BP,"8017 CARDIN DR, Austin, TX",Building Permit,$112038
2025-129922 EP,"5013 TRADING BND, Austin, TX",Electrical Permit,$259782
2025-115159 EP,"1720 LAWRENCE ST, Austin, TX",Electrical Permit,$274949
2025-139847 BP,"1307 W 12TH ST BLDG B, Austin, TX",Building Permit,$232640
2025-141164 EP,"3027 SUNRIDGE DR, Austin, TX",Electrical Permit,$114927
2025-144409 EP,"2702 LITTLE JOHN LN, Austin, TX",Electrical Permit,$253847
2025-141953 DS,"8600-9022 CULLEN LN, Austin, TX",Driveway / Sidewalks,$189239
2025-143752 PP,"4912 BARKBRIDGE TRL, Austin, TX",Plumbing Permit,$60869
2025-138205 BP,"6800 BURLESON RD BLDG 312 UNIT 165, Austin, TX",Building Permit,$87762
2024-162283 PP,"1504 CRESTWOOD RD, Austin, TX",Plumbing Permit,$128427
2025-137967 MP,"9000 FALLKILL DR, Austin, TX",Mechanical Permit,$271737
2025-142852 PP,"6304 LONDON DR, Austin, TX",Plumbing Permit,$102862
2024-084741 EP,"1310 LBJ WAY UNIT FW2, Austin, TX",Electrical Permit,$96113
2025-144986 PP,"6602 WILLAMETTE DR, Austin, TX",Plumbing Permit,$149779
2025-145711 BP,"3920 GLENGARRY DR, Austin, TX",Building Permit,$128999
2025-145066 MP,"204 E LISA DR, Austin, TX",Mechanical Permit,$111560
2025-048219 PP,"13207 STABLER DR, Austin, TX",Plumbing Permit,$243579
2025-144980 PP,"6803 MESA DR, Austin, TX",Plumbing Permit,$298158
2025-144520 BP,"3103 GARWOOD ST BLDG 1, Austin, TX",Building Permit,$121905
2025-141096 BP,"1818 W ST JOHNS AVE, Austin, TX",Building Permit,$276929
2025-106534 EP,"4600 SINCLAIR AVE, Austin, TX",Electrical Permit,$193338
2025-144111 BP,"3305 BONNIE RD, Austin, TX",Building Permit,$159748
2025-143839 PP,"8206 ALCORN CIR, Austin, TX",Plumbing Permit,$142484
2025-144994 MP,"3408 ROBINSON AVE, Austin, TX",Mechanical Permit,$82240
2025-141885 BP,"5405 ROSE HILL CIR, Austin, TX",Building Permit,$151093
2025-144774 BP,"3724 EXECUTIVE CENTER DR UNIT 210, Austin, TX",Building Permit,$161620
2025-145810 BP,"7312 JOURNEYVILLE DR, Austin, TX",Building Permit,$173330
2025-124692 BP,"2605 SOL WILSON AVE, Austin, TX",Building Permit,$202153
2022-168679 PP,"4801 WOODVIEW AVE, Austin, TX",Plumbing Permit,$96491
2025-137959 BP,"9803 NIGHTJAR DR, Austin, TX",Building Permit,$116051
2025-139639 PP,"1510 HARTFORD RD, Austin, TX",Plumbing Permit,$271520
2025-144802 EP,"8812 MARMOSET WAY, Austin, TX",Electrical Permit,$185060
2025-144596 PP,"14309 MATTEROD DR, Austin, TX",Plumbing Permit,$232039
2025-144957 MP,"2210 GREENLEE DR, Austin, TX",Mechanical Permit,$237943
2025-133766 EP,"2301 E 2ND ST BLDG 2, Austin, TX",Electrical Permit,$246385
2025-100144 PP,"9209 CORVALLIS DR, Austin, TX",Plumbing Permit,$109496
2025-145024 PP,"9703 BEAUCHAMP SQ, Austin, TX",Plumbing Permit,$190957
2025-135038 PP,"1100 S LAMAR BLVD BLDG 2 UNIT 2140, Austin, TX",Plumbing Permit,$233567
2025-141478 BP,"1407 GASTON AVE, Austin, TX",Building Permit,$56251
2025-136438 EP,"2904 PALM WAY UNIT FLR16, Austin, TX",Electrical Permit,$283268
2025-136124 PP,"5100 BUFFALO PASS, Austin, TX",Plumbing Permit,$104357
2025-144104 BP,"8512 ROCKWOOD LN, Austin, TX",Building Permit,$205288
2025-130382 PP,"2730 E 7TH ST, Austin, TX",Plumbing Permit,$169317
2025-145049 PP,"7006 STITZEL WELLER DR, Austin, TX",Plumbing Permit,$236582
2025-143560 PP,"1708 GRACY FARMS LN, Austin, TX",Plumbing Permit,$226179
2025-140817 EP,"8808 GOLDEN LION DR, Austin, TX",Electrical Permit,$207205
2025-145020 PP,"103 E 30TH ST BLDG 3, Austin, TX",Plumbing Permit,$266256
2025-135129 EP,"1802 CLIFFWOOD DR, Austin, TX",Electrical Permit,$161908
2025-142868 EP,"2718 DEERINGHILL DR, Austin, TX",Electrical Permit,$210542
2025-115156 EP,"1720 LAWRENCE ST, Austin, TX",Electrical Permit,$168166
2025-143233 BP,"2103 TOWER DR, Austin, TX",Building Permit,$69865
2025-143965 EP,"614 1/2 CONGRESS AVE, Austin, TX",Electrical Permit,$104309
2025-145757 BP,"5715 SAM HOUSTON CIR, Austin, TX",Building Permit,$60841
2025-044749 MP,"7116 STITZEL WELLER DR, Austin, TX",Mechanical Permit,$242029
2025-145004 PP,"1314 FALCON LEDGE DR UNIT 113, Austin, TX",Plumbing Permit,$103275
2025-145206 BP,"2113 ALLRED DR, Austin, TX",Building Permit,$67306
2025-048196 MP,"13205 STABLER DR, Austin, TX",Mechanical Permit,$101821
2025-144798 EP,"8808 MARMOSET WAY, Austin, TX",Electrical Permit,$102059
2025-134776 EP,"4702 ROUNDUP TRL, Austin, TX",Electrical Permit,$151918
2025-145085 PP,"831 SPRINGDALE RD, Austin, TX",Plumbing Permit,$274062
2025-141658 EP,"12012 MIRA MESA DR, Austin, TX",Electrical Permit,$266429
2025-145467 BP,"7171 SOUTHWEST PKWY BLDG B300 UNIT 475, Austin, TX",Building Permit,$251441
2025-144447 MP,"6801 HITCHING POST CIR, Austin, TX",Mechanical Permit,$121436
2025-056374 MP,"2603 RICHCREEK RD, Austin, TX",Mechanical Permit,$90868
2025-144661 PP,"9333 EVENING PRIMROSE PATH, Austin, TX",Plumbing Permit,$298096
2025-144992 MP,"5705 ADAMS AVE BLDG 2, Austin, TX",Mechanical Permit,$198602
2025-145591 PP,"1505 MOUNT LARSON RD, Austin, TX",Plumbing Permit,$207141
2025-142858 MP,"2404 ALLRED DR UNIT A, Austin, TX",Mechanical Permit,$204699
2025-135521 MP,"8001 JOHNNY MORRIS RD BLDG 3, Austin, TX",Mechanical Permit,$186740
2025-106713 BP,"9001 BRIARDALE DR, Austin, TX",Building Permit,$174627
2025-089724 PP,"6507 HERGOTZ LN, Austin, TX",Plumbing Permit,$297865
2025-086280 MP,"9835 NORTH LAKE CREEK PKWY UNIT 510, Austin, TX",Mechanical Permit,$90894
2025-144865 BP,"1705 KIT CIR, Austin, TX",Building Permit,$240933
2024-084740 EP,"1310 LBJ WAY UNIT FW1, Austin, TX",Electrical Permit,$181322
2025-144695 EP,"14025 AXEL JOHANSON DR, Austin, TX",Electrical Permit,$132276
2025-015505 PP,"1717 ROCKBRIDGE TER, Austin, TX",Plumbing Permit,$94211
2025-144699 EP,"14122 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$231816
2025-145910 BP,"4330 AIRPORT BLVD BLDG 1, Austin, TX",Building Permit,$94767
2025-133767 EP,"2303 E 2ND ST--BLDG 3, Austin, TX",Electrical Permit,$268430
2025-144630 BP,"7000 DECKER LN, Austin, TX",Building Permit,$272263
2025-135690 PP,"10206 SPICEWOOD MESA, Austin, TX",Plumbing Permit,$139858
2025-136790 BP,"523 THOMPSON LN, Austin, TX",Building Permit,$155724
2025-144439 MP,"3811 HAWKSHEAD DR, Austin, TX",Mechanical Permit,$100355
2025-135788 PP,"8610 BASIL HAYDEN LN, Austin, TX",Plumbing Permit,$131879
2025-145941 BP,"11100 AVERING LN, Austin, TX",Building Permit,$165886
2025-129419 BP,"2614 BRISBANE RD, Austin, TX",Building Permit,$158403
2025-108412 EP,"4430 MENCHACA RD, Austin, TX",Electrical Permit,$79672
2025-143651 EP,"2705 LITTLE JOHN LN, Austin, TX",Electrical Permit,$51801
2025-134884 EP,"12500 TECH RIDGE BLVD, Austin, TX",Electrical Permit,$265342
2025-033931 MP,"1818 PIEDMONT AVE, Austin, TX",Mechanical Permit,$142198
2025-142860 EP,"2217 KLATTENHOFF DR, Austin, TX",Electrical Permit,$218653
2025-145037 MP,"7501 KOLACHE CV, Austin, TX",Mechanical Permit,$98543
2025-145005 MP,"2201 THORNWILD PASS, Austin, TX",Mechanical Permit,$68931
2025-145921 BP,"1904 PALO DURO RD, Austin, TX",Building Permit,$196420
2025-140256 PP,"4808 WOODVIEW AVE, Austin, TX",Plumbing Permit,$214530
2025-145911 BP,"4330 AIRPORT BLVD BLDG 2, Austin, TX",Building Permit,$104941
2025-138960 EP,"4905 SUNSET TRL, Austin, TX",Electrical Permit,$226828
2025-130385 PP,"2730 E 7TH ST, Austin, TX",Plumbing Permit,$265355
2025-114839 BP,"1816 ADINA ST BLDG 2, Austin, TX",Building Permit,$89020
2025-115158 EP,"1720 LAWRENCE ST, Austin, TX",Electrical Permit,$281288
2025-145340 MP,"2326 LAKEHURST DR, Austin, TX",Mechanical Permit,$88089
2025-130383 PP,"2730 E 7TH ST, Austin, TX",Plumbing Permit,$247622
2025-048219 MP,"13207 STABLER DR, Austin, TX",Mechanical Permit,$74160
2025-144859 MP,"5209 LUCAS LN, Austin, TX",Mechanical Permit,$189452
2025-130386 PP,"2730 E 7TH ST BLDG GAR, Austin, TX",Plumbing Permit,$222844
2025-066701 PP,"907 E RIVERSIDE DR, Austin, TX",Plumbing Permit,$52782
2025-145813 BP,"6815 VILLITA AVENIDA, Austin, TX",Building Permit,$259213
2025-144478 EP,"2907 BEANNA ST UNIT 2, Austin, TX",Electrical Permit,$250286
2025-144559 PP,"14305 MATTEROD DR, Austin, TX",Plumbing Permit,$50575
2025-146314 MP,"1707 WESTMOOR DR, Austin, TX",Mechanical Permit,$192193
2025-143572 PP,"13416 RIDING DR, Austin, TX",Plumbing Permit,$57552
2025-125373 EP,"507 PRESSLER ST UNIT 900, Austin, TX",Electrical Permit,$138086
2025-022361 PP,"2502 COLBY CV, Austin, TX",Plumbing Permit,$69536
2025-144521 BP,"3103 GARWOOD ST BLDG 2, Austin, TX",Building Permit,$292246
2025-105481 EP,"7877 LAKEWOOD DR, Austin, TX",Electrical Permit,$140917
2024-084742 EP,"1310 LBJ WAY UNIT FW3, Austin, TX",Electrical Permit,$146697
2025-146349 PP,"6905 CROSBY CIR UNIT 12, Austin, TX",Plumbing Permit,$117139
2025-144511 EP,"2611 DEERFOOT TRL, Austin, TX",Electrical Permit,$269644
2025-144985 MP,"6405 LOST HORIZON DR, Austin, TX",Mechanical Permit,$248879
2025-139677 EP,"7600 WORDHAM DR, Austin, TX",Electrical Permit,$141508
2025-130384 PP,"2730 E 7TH ST, Austin, TX",Plumbing Permit,$207112
2025-049867 MP,"7100 STITZEL WELLER DR, Austin, TX",Mechanical Permit,$220262
2025-144929 EP,"4806 MISTY BROOK CV, Austin, TX",Electrical Permit,$143696
2025-097000 PP,"2213 DEADWOOD DR, Austin, TX",Plumbing Permit,$246417
2024-141442 BP,"9701 STONELAKE BLVD, Austin, TX",Building Permit,$73314
2025-145990 BP,"8 ROYAL PALMS DR, Austin, TX",Building Permit,$173250
2025-146314 BP,"1707 WESTMOOR DR, Austin, TX",Building Permit,$213221
2025-113816 EP,"514 UPSON ST, Austin, TX",Electrical Permit,$233891
2025-145051 PP,"8302 LOS RANCHOS DR, Austin, TX",Plumbing Permit,$220624
2022-178274 EP,"2141 BARTON HILLS DR, Austin, TX",Electrical Permit,$225921
2025-133765 EP,"2301 E 2ND ST BLDG 1, Austin, TX",Electrical Permit,$255707
