permit_number,address,type,value
2025-145040 PP,"5106 KINGS HWY, Nashville, TN",Plumbing Permit,$113212
2025-143100 EP,"2737 WEBBERVILLE RD--BLDG 1--EVSE, Nashville, TN",Electrical Permit,$124632
2025-137343 MP,"9217 CALVERT WAY, Nashville, TN",Mechanical Permit,$273731
2025-138874 PP,"1901 MADISON AVE, Nashville, TN",Plumbing Permit,$216644
2025-146208 MP,"11238 TRACTON LN, Nashville, TN",Mechanical Permit,$179505
2025-146166 PP,"707 W OLTORF ST, Nashville, TN",Plumbing Permit,$236500
2025-145486 BP,"2105 MONARCH DR, Nashville, TN",Building Permit,$203867
2022-066667 PP,"5025 MUELLER BLVD, Nashville, TN",Plumbing Permit,$188008
2023-153474 EP,"2901 S CAPITAL OF TEXAS HWY NB UNIT A02A, Nashville, TN",Electrical Permit,$83215
2025-145155 EP,"8700 BASIL HAYDEN LN, Nashville, TN",Electrical Permit,$240445
2025-146882 PP,"12225 INNES VIEW RD, Nashville, TN",Plumbing Permit,$212850
2025-146664 BP,"1143 SHADY LN BLDG 2, Nashville, TN",Building Permit,$171723
2025-146184 EP,"12624 TIMBER HEIGHTS DR, Nashville, TN",Electrical Permit,$208548
2025-076363 MP,"3905 CONFERENCE CV, Nashville, TN",Mechanical Permit,$251793
2025-146182 PP,"7206 ED BLUESTEIN BLVD SB, Nashville, TN",Plumbing Permit,$84970
2025-139506 BP,"4211 S LAMAR BLVD NB BLDG A UNIT 9, Nashville, TN",Building Permit,$240723
2025-138062 PP,"5242 N LAMAR BLVD, Nashville, TN",Plumbing Permit,$288381
2025-147398 PP,"1115 SHADY LN, Nashville, TN",Plumbing Permit,$111394
2025-145045 PP,"3901 CONFERENCE CV, Nashville, TN",Plumbing Permit,$109914
2025-146256 EP,"4505 SARASOTA DR, Nashville, TN",Electrical Permit,$127474
2025-146818 EP,"5001 WESTVIEW DR, Nashville, TN",Electrical Permit,$104246
2025-146188 EP,"10103 ALCOTT CV, Nashville, TN",Electrical Permit,$229471
2025-140075 DS,"2303 E 2ND ST, Nashville, TN",Driveway / Sidewalks,$257961
2025-145953 PP,"3530 GONZALES ST UNIT A, Nashville, TN",Plumbing Permit,$153942
2025-145993 BP,"111 MILDRED ST BLDG 1, Nashville, TN",Building Permit,$128883
2025-145969 PP,"2013 VERBENA DR, Nashville, TN",Plumbing Permit,$110301
2025-146941 EP,"2601 LITTLE JOHN LN, Nashville, TN",Electrical Permit,$134222
2025-147735 BP,"2505 DEERFOOT TRL, Nashville, TN",Building Permit,$189987
2025-147669 BP,"2707 BOBBY LN, Nashville, TN",Building Permit,$186129
2025-145285 PP,"1116 REAGAN TER, Nashville, TN",Plumbing Permit,$284657
2025-129922 PP,"5013 TRADING BND, Nashville, TN",Plumbing Permit,$110893
2025-146020 MP,"8805 CLEARBROOK TRL BLDG A, Nashville, TN",Mechanical Permit,$89206
2025-138952 BP,"400 W 15TH ST UNIT 1000, Nashville, TN",Building Permit,$147122
2025-143703 PP,"12024 ELLENA CV, Nashville, TN",Plumbing Permit,$248357
2025-146970 EP,"12917 STAYWELL WAY, Nashville, TN",Electrical Permit,$233536
2025-146607 EP,"2218 RIVERVIEW ST, Nashville, TN",Electrical Permit,$214571
2025-146447 BP,"5115 1/2 BOLM RD UNIT C, Nashville, TN",Building Permit,$277947
2025-141127 MP,"2702 ENFIELD RD, Nashville, TN",Mechanical Permit,$85111
2025-145307 EP,"1208 JUSTIN LN, Nashville, TN",Electrical Permit,$50400
2025-133322 MP,"5501 N LAMAR BLVD BLDG A UNIT 123, Nashville, TN",Mechanical Permit,$235631
2025-146925 PP,"9317 MUSKBERRY CV, Nashville, TN",Plumbing Permit,$90263
2025-143770 PP,"14118 EDNA MAXINE WALK, Nashville, TN",Plumbing Permit,$294696
2025-145334 MP,"10504 WATCHFUL FOX DR, Nashville, TN",Mechanical Permit,$68081
2025-120838 EP,"2310 VILLAGE CIR BLDG 2, Nashville, TN",Electrical Permit,$98612
2025-147385 PP,"3600 BREAKTHROUGH LOOP, Nashville, TN",Plumbing Permit,$220598
2025-146825 EP,"1117 ARTHUR STILES RD, Nashville, TN",Electrical Permit,$256319
2025-145472 PP,"3524 GONZALES ST UNIT 1A, Nashville, TN",Plumbing Permit,$143737
2025-146300 BP,"1112 W BEN WHITE BLVD SVRD WB, Nashville, TN",Building Permit,$248852
2025-099824 PP,"6231 E STASSNEY LN BLDG 12 UNIT 103, Nashville, TN",Plumbing Permit,$172518
2025-144970 EP,"4108 N LAMAR BLVD, Nashville, TN",Electrical Permit,$249491
2025-145981 EP,"3505 WEST AVE, Nashville, TN",Electrical Permit,$71589
2025-146015 MP,"6816 BARSTOW CT, Nashville, TN",Mechanical Permit,$299144
2025-130501 DS,"4706 CLARKSON AVE UNIT B, Nashville, TN",Driveway / Sidewalks,$173371
2025-145042 EP,"10000 N LAMAR BLVD UNIT 2018, Nashville, TN",Electrical Permit,$254537
2025-144509 PP,"13021 LEGENDARY DR UNIT 318, Nashville, TN",Plumbing Permit,$120902
2025-130248 MP,"30 ESPINOSA DR, Nashville, TN",Mechanical Permit,$175338
2025-145282 MP,"5807 OVERLOOK DR, Nashville, TN",Mechanical Permit,$170439
2024-128680 EP,"8110 E US 290 HWY SVRD WB BLDG 3, Nashville, TN",Electrical Permit,$169214
2025-120786 PP,"604 BRAZOS ST, Nashville, TN",Plumbing Permit,$50513
2025-085024 PP,"1519 CORONADO HILLS DR, Nashville, TN",Plumbing Permit,$210462
2025-146631 EP,"8500 ENDALE ARCH DR, Nashville, TN",Electrical Permit,$112482
2025-146532 EP,"4703 CARSONHILL DR, Nashville, TN",Electrical Permit,$296146
2025-131181 MP,"7100 N IH 35 SVRD SB, Nashville, TN",Mechanical Permit,$131403
2025-142203 MP,"8301 JOHNNY MORRIS RD BLDG 1, Nashville, TN",Mechanical Permit,$116913
2024-128817 EP,"8110 E US 290 HWY SVRD WB BLDG 2, Nashville, TN",Electrical Permit,$194289
2025-135593 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP5, Nashville, TN",Electrical Permit,$286233
2025-114995 PP,"20 MARGRANITA CRES, Nashville, TN",Plumbing Permit,$190284
2025-135966 MP,"9304 HAMADRYAS DR, Nashville, TN",Mechanical Permit,$103683
2025-147282 PP,"3002 MATADOR DR BLDG A, Nashville, TN",Plumbing Permit,$186758
2025-147558 BP,"2501 LEON ST, Nashville, TN",Building Permit,$100985
2025-145968 PP,"2206 LA CASA DR, Nashville, TN",Plumbing Permit,$60389
2025-069048 PP,"605 HIGHLAND AVE, Nashville, TN",Plumbing Permit,$245254
2025-147579 BP,"2501 LEON ST, Nashville, TN",Building Permit,$202786
2025-122051 EP,"2201 KENBRIDGE DR, Nashville, TN",Electrical Permit,$271135
2025-130846 PP,"2915 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$69457
2025-148170 BP,"5401 VILLAGE TRL, Nashville, TN",Building Permit,$241155
2025-146136 PP,"6507 CAPRIOLA DR, Nashville, TN",Plumbing Permit,$139676
2024-018444 PP,"4801 EMMA BROWNING AVE UNIT 801, Nashville, TN",Plumbing Permit,$280770
2025-020731 MP,"10202 EPSILON WAY, Nashville, TN",Mechanical Permit,$208757
2025-130848 PP,"2915 E CESAR CHAVEZ ST BLDG GAR, Nashville, TN",Plumbing Permit,$280433
2025-133115 PP,"1609 ALAMEDA DR, Nashville, TN",Plumbing Permit,$112828
2025-148467 BP,"5108 FAIRVIEW DR, Nashville, TN",Building Permit,$55370
2025-146367 BP,"1007 EMERALD WOOD DR, Nashville, TN",Building Permit,$91155
2025-119342 EP,"205 MEDINA--BLDG 2, Nashville, TN",Electrical Permit,$129217
2025-146069 EP,"2613 DERWENT DR, Nashville, TN",Electrical Permit,$109060
2025-128659 EP,"7300 ANAQUA DR, Nashville, TN",Electrical Permit,$220958
2025-136745 BP,"5731 SAM HOUSTON CIR, Nashville, TN",Building Permit,$209662
2025-097740 PP,"4004 PETES PATH, Nashville, TN",Plumbing Permit,$197483
2025-119343 EP,"205 MEDINA--BLDG 3, Nashville, TN",Electrical Permit,$63317
2025-130479 DS,"4700-4723 CLARKSON AVE, Nashville, TN",Driveway / Sidewalks,$225272
2025-135823 EP,"6206 LOST CREEK CIR, Nashville, TN",Electrical Permit,$216041
2025-148173 PP,"3401 WEBBERVILLE RD, Nashville, TN",Plumbing Permit,$179340
2025-108158 EP,"5713 PENNY CREEK DR, Nashville, TN",Electrical Permit,$240610
2025-121224 MP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 812, Nashville, TN",Mechanical Permit,$54118
2025-144925 EP,"2730 1/2 E 7TH ST, Nashville, TN",Electrical Permit,$299676
2025-135966 EP,"9304 HAMADRYAS DR, Nashville, TN",Electrical Permit,$254377
2025-078943 PP,"816 W GIBSON ST, Nashville, TN",Plumbing Permit,$82602
2024-165032 DS,"3600 TOM MILLER ST BLDG 1, Nashville, TN",Driveway / Sidewalks,$70871
2025-145754 PP,"1513 CULLEN AVE, Nashville, TN",Plumbing Permit,$69396
2025-147720 BP,"2509 TOULOUSE DR, Nashville, TN",Building Permit,$146730
2025-135966 BP,"9304 HAMADRYAS DR, Nashville, TN",Building Permit,$130505
2025-130847 PP,"2915 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$290784
2025-120773 BP,"607 E 38TH ST, Nashville, TN",Building Permit,$52295
2025-147665 PP,"3416 ROSEFINCH TRL, Nashville, TN",Plumbing Permit,$244736
2025-066833 MP,"9209 NORTH DR, Nashville, TN",Mechanical Permit,$204204
2025-147929 MP,"1707 ULLRICH AVE, Nashville, TN",Mechanical Permit,$146520
2025-147856 DS,"3600 TOM MILLER ST, Nashville, TN",Driveway / Sidewalks,$248752
2025-035141 PP,"811 W LIVE OAK ST, Nashville, TN",Plumbing Permit,$219027
2025-146558 PP,"9728 GLADSOME PATH, Nashville, TN",Plumbing Permit,$136142
2025-145446 BP,"5901 CARTWRIGHT CV, Nashville, TN",Building Permit,$214127
2025-147376 EP,"8113 APPOMATTOX DR, Nashville, TN",Electrical Permit,$94894
2025-148263 BP,"12345 N LAMAR BLVD BLDG 1 UNIT 125, Nashville, TN",Building Permit,$50666
2025-146687 BP,"10901 N LAMAR BLVD BLDG C UNIT 309, Nashville, TN",Building Permit,$262058
2024-161241 MP,"16712 SONOMA BREEZE DR, Nashville, TN",Mechanical Permit,$297922
2025-144208 BP,"2212 CANTERBURY ST, Nashville, TN",Building Permit,$141767
2025-057709 MP,"4318 SENDERO DR, Nashville, TN",Mechanical Permit,$56698
2025-132941 PP,"606 WEST LYNN ST BLDG A, Nashville, TN",Plumbing Permit,$126904
2025-148142 BP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Nashville, TN",Building Permit,$271352
2025-144938 PP,"5701 WESTSLOPE DR UNIT 4, Nashville, TN",Plumbing Permit,$102383
2025-147532 MP,"911 W JAMES ST, Nashville, TN",Mechanical Permit,$164602
2025-148263 MP,"12345 N LAMAR BLVD BLDG 1 UNIT 125, Nashville, TN",Mechanical Permit,$226794
2022-184021 EP,"910 TILLERY ST--BLDG 1--POOL, Nashville, TN",Electrical Permit,$269839
2025-148058 BP,"2529 BAXTER DR, Nashville, TN",Building Permit,$131143
2025-135966 PP,"9304 HAMADRYAS DR, Nashville, TN",Plumbing Permit,$91595
2025-124558 MP,"11015 CONCHOS CV, Nashville, TN",Mechanical Permit,$225580
2025-144888 PP,"7000 DERBY DOWNS DR, Nashville, TN",Plumbing Permit,$129526
2025-143608 PP,"7205 MESA DR, Nashville, TN",Plumbing Permit,$153684
2025-066834 MP,"9209 NORTH DR, Nashville, TN",Mechanical Permit,$200946
2025-147053 PP,"1305 RIDGEHAVEN DR, Nashville, TN",Plumbing Permit,$205137
2025-098910 EP,"7006 SIR GAWAIN DR, Nashville, TN",Electrical Permit,$238590
2025-136372 MP,"6005 SILENT NOVA VW, Nashville, TN",Mechanical Permit,$111716
2025-146200 PP,"4502 CRESTWAY DR, Nashville, TN",Plumbing Permit,$51427
2025-146003 PP,"7716 SHOAL CREEK BLVD, Nashville, TN",Plumbing Permit,$155368
2025-054585 EP,"1301 WEBBERVILLE RD BLDG 1, Nashville, TN",Electrical Permit,$150837
2025-148155 BP,"4904 WIND RIVER RD, Nashville, TN",Building Permit,$247983
2025-147655 EP,"2613 DERWENT DR, Nashville, TN",Electrical Permit,$98717
2025-138685 MP,"12901 STAYWELL WAY, Nashville, TN",Mechanical Permit,$264749
2025-148386 BP,"4608 RIDGE OAK DR, Nashville, TN",Building Permit,$72500
2025-115046 EP,"12800 PEARCE LN UNIT D, Nashville, TN",Electrical Permit,$223498
2025-146713 EP,"6025 WILCAB RD BLDG 2 UNIT 700, Nashville, TN",Electrical Permit,$193455
2025-134464 MP,"106 E 6TH ST UNIT 610, Nashville, TN",Mechanical Permit,$204389
2025-147582 BP,"5715 MESA DR, Nashville, TN",Building Permit,$290680
2024-161240 MP,"16714 SONOMA BREEZE DR, Nashville, TN",Mechanical Permit,$211073
2025-057644 MP,"9509 BOATHOUSE DR, Nashville, TN",Mechanical Permit,$153473
2025-129178 BP,"10452 DOC HOLLIDAY TRL BLDG A, Nashville, TN",Building Permit,$133732
2025-141834 PP,"1401 SWEET BARK ST, Nashville, TN",Plumbing Permit,$138286
2025-147384 BP,"6005 SILENT NOVA VW, Nashville, TN",Building Permit,$195928
2025-147094 MP,"10404 DEDHAM CT, Nashville, TN",Mechanical Permit,$237389
2025-146205 BP,"2402 1/2 S CONGRESS AVE UNIT B, Nashville, TN",Building Permit,$50457
2025-146073 EP,"2608 TOWY RD, Nashville, TN",Electrical Permit,$270783
2025-142710 PP,"5710 MARILYN DR, Nashville, TN",Plumbing Permit,$52447
2025-144169 BP,"1900 E HOWARD LN BLDG E, Nashville, TN",Building Permit,$123173
2025-131849 BP,"6834 WILLIAM WALLACE WAY, Nashville, TN",Building Permit,$79853
2025-145535 EP,"11506 OAK TRL, Nashville, TN",Electrical Permit,$240395
2025-147375 PP,"5925 OVERLOOK DR, Nashville, TN",Plumbing Permit,$206375
2025-130844 PP,"2915 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$86528
2025-134693 EP,"1117 ETERNITY TER, Nashville, TN",Electrical Permit,$56652
2025-147687 BP,"11723 N FM 620 RD, Nashville, TN",Building Permit,$235317
2025-146629 EP,"9200 HAMADRYAS DR, Nashville, TN",Electrical Permit,$81476
2025-147040 PP,"6807 CANNONLEAGUE DR, Nashville, TN",Plumbing Permit,$236159
2025-146612 BP,"1207 CHOQUETTE DR, Nashville, TN",Building Permit,$162663
2025-136994 EP,"2309 TOWER DR, Nashville, TN",Electrical Permit,$85868
2025-147723 BP,"2609 AMUR DR, Nashville, TN",Building Permit,$288672
2025-097739 PP,"4004 PETES PATH, Nashville, TN",Plumbing Permit,$189193
2025-147720 PP,"2509 TOULOUSE DR, Nashville, TN",Plumbing Permit,$139871
2025-135114 BP,"12210 WYCLIFF LN, Nashville, TN",Building Permit,$285464
2025-146407 PP,"9811 MARLBOROUGH DR, Nashville, TN",Plumbing Permit,$273138
2025-130306 EP,"1701 SIMOND AVE UNIT 107B, Nashville, TN",Electrical Permit,$97325
2025-146956 PP,"2305 BROOKHILL DR, Nashville, TN",Plumbing Permit,$254221
2025-147217 PP,"4200 ROSEDALE AVE, Nashville, TN",Plumbing Permit,$234178
2025-135893 MP,"12904 STAYWELL WAY, Nashville, TN",Mechanical Permit,$236553
2025-146055 EP,"121 PICKLE RD UNIT 100, Nashville, TN",Electrical Permit,$282343
2025-146186 PP,"15512 FERNHILL DR, Nashville, TN",Plumbing Permit,$99552
2025-142433 MP,"1010 BRICKELL LOOP UNIT B, Nashville, TN",Mechanical Permit,$266117
2025-148225 BP,"3613 BLUESTEIN DR, Nashville, TN",Building Permit,$55752
2025-136990 PP,"5108 EVANS AVE, Nashville, TN",Plumbing Permit,$121825
2024-155178 DS,"4709 DEPEW AVE, Nashville, TN",Driveway / Sidewalks,$200483
2025-147353 BP,"8700 SPARTA LN, Nashville, TN",Building Permit,$140392
2025-138061 BP,"11509 SWEETWATER TRL, Nashville, TN",Building Permit,$294489
2025-097738 PP,"4004 PETES PATH, Nashville, TN",Plumbing Permit,$170076
2025-138623 MP,"12500 DESCANSO CIR, Nashville, TN",Mechanical Permit,$63695
2025-147285 PP,"3002 MATADOR DR BLDG B, Nashville, TN",Plumbing Permit,$146965
2025-101390 BP,"5917 COVENTRY LN, Nashville, TN",Building Permit,$234772
2025-147760 MP,"2105 GOODRICH AVE UNIT 1, Nashville, TN",Mechanical Permit,$274569
2025-146300 PP,"1112 W BEN WHITE BLVD SVRD WB, Nashville, TN",Plumbing Permit,$275742
2025-147038 MP,"6801 BECKETT RD UNIT 129L, Nashville, TN",Mechanical Permit,$219080
2024-141085 DS,"1703 NEWNING AVE, Nashville, TN",Driveway / Sidewalks,$245867
2025-144111 PP,"3305 BONNIE RD, Nashville, TN",Plumbing Permit,$114033
2025-147237 PP,"9518 TOPRIDGE DR UNIT 11, Nashville, TN",Plumbing Permit,$256600
2024-157785 PP,"4003 DEL ROBLES, Nashville, TN",Plumbing Permit,$89994
2025-142432 MP,"1010 BRICKELL LOOP UNIT A, Nashville, TN",Mechanical Permit,$122988
2024-018449 PP,"4801 EMMA BROWNING AVE UNIT 1002, Nashville, TN",Plumbing Permit,$55345
2025-129292 BP,"6504 HIGHPOINT CV, Nashville, TN",Building Permit,$104743
2025-146896 PP,"3002 S 5TH ST, Nashville, TN",Plumbing Permit,$138731
2025-148031 BP,"1615 ELMIRA RD, Nashville, TN",Building Permit,$54863
2025-146974 PP,"5705 WOODVIEW AVE, Nashville, TN",Plumbing Permit,$103135
2025-139564 BP,"12319 UTTIMER LN, Nashville, TN",Building Permit,$172457
2025-142819 PP,"5806 BULL CREEK RD, Nashville, TN",Plumbing Permit,$84705
2025-139160 EP,"12304 BUVANA DR, Nashville, TN",Electrical Permit,$161967
2025-119341 EP,"205 MEDINA--BLDG 1 (CORNER), Nashville, TN",Electrical Permit,$157671
2025-147672 PP,"1106 W DITTMAR RD, Nashville, TN",Plumbing Permit,$296783
2024-018448 PP,"4801 EMMA BROWNING AVE UNIT 1001, Nashville, TN",Plumbing Permit,$227973
2024-136214 EP,"2617 BARTON HILLS DR, Nashville, TN",Electrical Permit,$204359
2025-148449 BP,"2909 SILVERLEAF DR, Nashville, TN",Building Permit,$67644
2025-127553 EP,"9500 ARBORETUM BLVD UNIT 210, Nashville, TN",Electrical Permit,$238838
2025-145965 EP,"4509 ECK LN BLDG A, Nashville, TN",Electrical Permit,$235104
2022-184022 EP,"910 TILLERY ST--BLDG 2--POOL, Nashville, TN",Electrical Permit,$167397
2025-134693 MP,"1117 ETERNITY TER, Nashville, TN",Mechanical Permit,$72282
2025-146865 EP,"2802 PECOS ST, Nashville, TN",Electrical Permit,$205524
2025-136128 PP,"11005 SPICEWOOD PKWY, Nashville, TN",Plumbing Permit,$193952
2025-145383 PP,"1124 CLAYTON LN, Nashville, TN",Plumbing Permit,$279069
2025-105520 EP,"7600 BURNET RD UNIT 260, Nashville, TN",Electrical Permit,$132714
2025-073895 EP,"1901 BERKELEY AVE, Nashville, TN",Electrical Permit,$277711
2025-147674 EP,"2602 TOWY RD, Nashville, TN",Electrical Permit,$221430
2024-155247 DS,"4710 CLARKSON AVE, Nashville, TN",Driveway / Sidewalks,$201085
2025-146713 PP,"6025 WILCAB RD BLDG 2 UNIT 700, Nashville, TN",Plumbing Permit,$295323
2025-138925 EP,"7102 WOODFORD WAY, Nashville, TN",Electrical Permit,$156417
2025-145966 MP,"2206 LA CASA DR, Nashville, TN",Mechanical Permit,$111342
2025-083497 PP,"11920 ALTERRA PKWY UNIT FL8, Nashville, TN",Plumbing Permit,$95398
2025-130843 PP,"2915 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$237584
2025-146292 PP,"6809 BEATTY DR, Nashville, TN",Plumbing Permit,$282718
2025-147222 PP,"2304 SPRING CREEK DR, Nashville, TN",Plumbing Permit,$223705
2024-111758 DS,"6309 WALNUT HILLS DR BLDG 1, Nashville, TN",Driveway / Sidewalks,$100702
2025-147868 PP,"1502 BRAES RIDGE DR, Nashville, TN",Plumbing Permit,$189475
2025-130845 PP,"2915 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$299984
2025-147831 BP,"5501 W PARMER LN BLDG 2, Nashville, TN",Building Permit,$58387
2025-140260 EP,"14201 MOGANO DR, Nashville, TN",Electrical Permit,$193203
2025-099710 MP,"9504 WIGGY WAY, Nashville, TN",Mechanical Permit,$145645
2025-148226 BP,"3613 BLUESTEIN DR, Nashville, TN",Building Permit,$222697
2025-130842 PP,"2915 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$142755
2025-145966 EP,"2206 LA CASA DR, Nashville, TN",Electrical Permit,$236834
2025-143561 MP,"1107 PEGGOTTY PL, Nashville, TN",Mechanical Permit,$124162
2024-164907 MP,"3500 TOM MILLER ST BLDG 1, Nashville, TN",Mechanical Permit,$287326
2025-147219 PP,"908 WESSEX WAY, Nashville, TN",Plumbing Permit,$97826
2024-164755 EP,"11925 ROTHERHAM DR, Nashville, TN",Electrical Permit,$299900
2025-081176 EP,"8212 DARK RIDGE CV, Nashville, TN",Electrical Permit,$216248
2025-121803 EP,"5902 RICKEY DR, Nashville, TN",Electrical Permit,$288532
2017-027999 EP,"13117 BAYFIELD DR, Nashville, TN",Electrical Permit,$187368
2025-101688 EP,"9500 ARBORETUM BLVD UNIT 110, Nashville, TN",Electrical Permit,$138492
2025-147631 PP,"1508 RIDGEHAVEN DR, Nashville, TN",Plumbing Permit,$289416
2025-146973 MP,"3207 W SLAUGHTER LN, Nashville, TN",Mechanical Permit,$235317
2025-133942 EP,"10900 RESEARCH BLVD SVRD SB UNIT C-150, Nashville, TN",Electrical Permit,$74313
2025-120777 BP,"607 E 38TH ST, Nashville, TN",Building Permit,$81651
2025-148264 MP,"12345 N LAMAR BLVD BLDG 1 UNIT 135, Nashville, TN",Mechanical Permit,$202292
2025-121220 MP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 1502, Nashville, TN",Mechanical Permit,$272787
2025-147073 PP,"1529 BARTON SPRINGS RD UNIT 24, Nashville, TN",Plumbing Permit,$233648
2025-146651 EP,"5109 BROOKDALE LN, Nashville, TN",Electrical Permit,$285617
2025-146807 MP,"3416 ROSEFINCH TRL, Nashville, TN",Mechanical Permit,$186625
2025-147671 EP,"2608 TOWY RD, Nashville, TN",Electrical Permit,$63857
2025-148264 BP,"12345 N LAMAR BLVD BLDG 1 UNIT 135, Nashville, TN",Building Permit,$233680
2025-147972 PP,"14021 AXEL JOHANSON DR, Nashville, TN",Plumbing Permit,$87535
2025-146966 EP,"12031 MC ANGUS RD, Nashville, TN",Electrical Permit,$104883
2024-164744 EP,"7401 ARCTIC CT, Nashville, TN",Electrical Permit,$279035
2025-124756 EP,"1603 SUFFOLK DR, Nashville, TN",Electrical Permit,$57735
2025-131682 BP,"903 W 31ST ST, Nashville, TN",Building Permit,$125545
2025-072711 MP,"3300 MERRIE LYNN AVE, Nashville, TN",Mechanical Permit,$250325
2025-145966 PP,"2206 LA CASA DR, Nashville, TN",Plumbing Permit,$131261
2025-084346 PP,"9009 NILGAI DR, Nashville, TN",Plumbing Permit,$205682
2025-129124 BP,"10452 DOC HOLLIDAY TRL BLDG B, Nashville, TN",Building Permit,$199290
2025-147818 EP,"8940 RESEARCH BLVD SVRD SB BLDG B, Nashville, TN",Electrical Permit,$123474
2025-143955 EP,"10800 1/2 SILVER CLOUD CV, Nashville, TN",Electrical Permit,$223966
2025-144209 BP,"2212 CANTERBURY ST, Nashville, TN",Building Permit,$205499
2025-147223 EP,"2100 MOUNTAIN VIEW RD, Nashville, TN",Electrical Permit,$244046
2025-144494 BP,"2209 RUTLAND DR BLDG B UNIT 100, Nashville, TN",Building Permit,$111485
2025-147830 BP,"2816 E 22ND ST, Nashville, TN",Building Permit,$239507
2025-087302 EP,"1709 VALERIA ST, Nashville, TN",Electrical Permit,$218416
2025-146713 MP,"6025 WILCAB RD BLDG 2 UNIT 700, Nashville, TN",Mechanical Permit,$251260
2024-088597 DS,"2410 VILLAGE WALK, Nashville, TN",Driveway / Sidewalks,$226354
2025-125739 PP,"5403 CLAYMOOR DR, Nashville, TN",Plumbing Permit,$198668
2025-129141 BP,"8708 SAMUEL BISHOP DR, Nashville, TN",Building Permit,$137505
2025-147748 MP,"8602 GANTTCREST DR, Nashville, TN",Mechanical Permit,$92545
2025-147554 BP,"4300 N LAMAR BLVD, Nashville, TN",Building Permit,$221564
2025-146115 MP,"3801 N CAPITAL OF TEXAS HWY NB BLDG I UNIT 100, Nashville, TN",Mechanical Permit,$257051
2025-100692 EP,"6908 RUFUS DR, Nashville, TN",Electrical Permit,$197665
2025-147063 MP,"8002 FOREST MESA DR BLDG B, Nashville, TN",Mechanical Permit,$228769
2025-041069 BP,"12301 RESEARCH BLVD SVRD NB BLDG 3, Nashville, TN",Building Permit,$284420
2025-147858 PP,"7104 BERKMAN DR, Nashville, TN",Plumbing Permit,$61550
2025-146499 EP,"15505 SUTTON DR, Nashville, TN",Electrical Permit,$110272
2025-119081 EP,"29 HULL CIR, Nashville, TN",Electrical Permit,$208031
2025-105519 EP,"7600 BURNET RD UNIT 250, Nashville, TN",Electrical Permit,$55471
2025-122378 EP,"715 HARRIS AVE, Nashville, TN",Electrical Permit,$84271
2025-054586 EP,"1301 WEBBERVILLE RD BLDG 2, Nashville, TN",Electrical Permit,$92111
2025-046548 MP,"2810 ROCK TERRACE DR, Nashville, TN",Mechanical Permit,$108003
2025-148155 PP,"4904 WIND RIVER RD, Nashville, TN",Plumbing Permit,$180148
2025-118742 EP,"3208 RED RIVER ST UNIT 200, Nashville, TN",Electrical Permit,$132426
2025-139171 PP,"6600 ELM CREEK DR UNIT 204, Nashville, TN",Plumbing Permit,$232459
2025-146890 PP,"10005 DERRINGER TRL, Nashville, TN",Plumbing Permit,$75708
2025-145797 PP,"710 E 45TH ST, Nashville, TN",Plumbing Permit,$77946
2025-146687 MP,"10901 N LAMAR BLVD BLDG C UNIT 309, Nashville, TN",Mechanical Permit,$289506
2025-146044 EP,"121 PICKLE RD UNIT 100, Nashville, TN",Electrical Permit,$220748
2025-041270 MP,"932 E 53RD ST, Nashville, TN",Mechanical Permit,$88218
2025-146158 EP,"6704 LADERA NORTE, Nashville, TN",Electrical Permit,$50514
2025-141463 BP,"6307 WEST COURTYARD DR, Nashville, TN",Building Permit,$269431
2025-147057 PP,"1802 BROOKHAVEN DR, Nashville, TN",Plumbing Permit,$170881
2025-146492 BP,"8804 GOLDEN LION DR, Nashville, TN",Building Permit,$127305
2025-064763 MP,"11005 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$116542
2025-147035 BP,"1011 SPRINGDALE RD, Nashville, TN",Building Permit,$137522
2025-148975 EP,"400 W 15TH ST UNIT 1200, Nashville, TN",Electrical Permit,$79517
2025-147232 PP,"8713 PEAFOWL ST, Nashville, TN",Plumbing Permit,$87854
2025-037240 MP,"2805 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$179808
2025-148166 PP,"7400 VOL WALKER DR, Nashville, TN",Plumbing Permit,$204364
2025-044203 MP,"11103 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$58866
2019-213888 BP,"1300 MC KIE DR BLDG 2, Nashville, TN",Building Permit,$156233
2025-147687 EP,"11723 N FM 620 RD, Nashville, TN",Electrical Permit,$277862
2025-147609 PP,"1011 E 45TH ST, Nashville, TN",Plumbing Permit,$214558
2025-137192 PP,"1204 SINGLETON AVE, Nashville, TN",Plumbing Permit,$278053
2025-145291 BP,"6214 SUN VISTA DR, Nashville, TN",Building Permit,$100316
